"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.491329683677812,0.440121679438372,0.108944215975359,0.119469677187944,0.430914486013974,0,0,0.387741958449,0.30850017967221,0,0,0,0.367844282499595,0.53177716032662,0,0,0,0,0.232246514211453,0.280492463013015,0.100831151646444,0,0.40871782998881,0,0.0743983442736234,0,0,0,0,0,0.0336044380194516,0,0,0,0,0,0
"ATII",0,0.468906948449558,0.372261424674624,0.0220077610352915,0.110258763412954,0.414532755926391,0,0,0.321733033675432,0.296050581082866,0,0,0,0.329045268505625,0.54274552962418,0,0,0,0,0.208727133268723,0.167210913232314,0.20426068337396,0,0.400044063423373,0,0.05930856098807,0,0,0,0,0,0.025590668013541,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.747457065540692,0.710811294494648,0,0,0.693287415935893,0,0,0.553180539896405,0.447896144513331,0,0,0,0.282945712945096,0.818233390836907,0,0,0,0,0.0642438345898425,0.119386855210815,0,0,0.752071493020262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.40979252610656,0.365500462785909,0.0827685679446183,0.0937150476057065,0.355117453576284,0,0,0.308227780974801,0.241083039381817,0,0,0,0.275691095455435,0.465404958976953,0,0,0,0,0.25472714756948,0.182109791229815,0.197915839033491,0,0.293926530132792,0,0.0468408613748131,0,0,0,0,0,0.019681907205352,0,0,0,0,0,0
"Club",0,0.343558520616996,0.266405420413502,0.0801460636861423,0.0920444111438468,0.328402820945665,0,0,0.292505952269228,0.204126554822094,0,0,0,0.249797894692126,0.420551805550893,0,0,0,0,0.136064330333622,0.15832583089917,0.0924789072834132,0,0.354508182750604,0,0.0410942087189627,0,0,0,0,0,0.0164834918789873,0,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.448186383462796,0.486488449728604,0,0,0.530757836224523,0,0,0.41044193130135,0.546222816609616,0,0,0,0.65083176182385,0.616965301208099,0,0,0,0,0.231916767820417,0.507989703917418,0,0,0.533296430305101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0,0.68148961828081,0.620020881349831,0,0,0.641273153546779,0,0,0.497272122857195,0.398860788372104,0,0,0,0.23232594420163,0.773536494355312,0,0,0,0,0.473140707958824,0.215038989935797,0.35787654735074,0,0.389509138017081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0.192675868579713,0.119091075083068,0,0,0.103801177395182,0,0,0,0,0,0,0,0,0.171180228839159,0,0,0,0,0,0.161393311285674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
