"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.610618753758708,0.656436131659209,0.0250408120035197,0.0286297555998868,0.477072425191817,0,0,0.488959032615608,0.515038654046441,0,0,0,0.333597952948838,0.441651522373111,0,0,0,0,0.321642931916084,0.191925334770759,0.0746870528074168,0.20426634042699,0.354025540040771,0,0.0799696511610609,0,0,0,0,0.0536389123413056,0.0509541797438206,0.0259298568214655,0,0,0,0,0
"ATII",0,0.605436079878714,0.663852400442738,0.0292142661117174,0.0651723801197268,0.498587620328257,0,0,0.459238534594062,0.569635394765562,0,0,0,0.382554296849466,0.49331382742866,0,0,0,0,0.329226426911324,0.10431977534299,0.143167131455365,0.182880458635656,0.407460874299303,0,0.151811915793525,0,0,0,0,0.0939067302411123,0.0594148995780571,0.0302192732972213,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,1.2253303097482,1.72411683353502,0,0.101699696666842,1.46721405108752,0,0,1.03707143366891,1.28587728124586,0,0,0,0.511764986258233,1.38117771715738,0,0,0,0,0.318681530459585,0.0372201380450939,0.173640014772581,0.61556773706332,0.753584261126759,0,0.181325325095446,0,0,0,0,0.100422817796465,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.484927768536819,0.516575985740899,0.0160318196007996,0.0482865261119656,0.320973483372788,0,0,0.31884055740414,0.406148092734233,0,0,0,0.286878121769626,0.318909232723122,0,0,0,0,0.345566038716293,0.136051263034554,0.109196392118772,0.152373244746904,0.288101562579515,0,0.117149593709879,0,0,0,0,0.0638768230016598,0.0329710971678517,0.0169564262114632,0,0,0,0,0
"Club",0,0.57644589498091,0.66448900034581,0.0231744400758127,0.0272315067499669,0.472837340790156,0,0,0.509098902883752,0.499427053598671,0,0,0,0.321541062676426,0.436146845132045,0,0,0,0,0.344411216014552,0.163747695853907,0.0741637127085739,0.200114387348471,0.330329064771486,0,0.0801353456300846,0,0,0,0,0.0503701626164482,0.0473352475062477,0.0241794472613167,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.794575158888102,1.24418608545929,0,0,0.751059264665087,0,0,0.680570416093779,0.87719108231664,0,0,0,0.755620353903178,0.796618809349581,0,0,0,0,0.333056488311534,0.697815648545189,0,0.338973576003481,0.651483085150035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0,0.626419971166455,0.834521264887384,0,0.145685760181626,0.583480215338304,0,0,0.488590784284631,0.67824264299365,0,0,0,0.217272305037537,0.534174711093531,0,0,0,0,0.573088425202388,0.159259667500417,0.213394294869381,0.123268644460203,0.254111315223031,0,0.22062752811443,0,0,0,0,0.144483991833037,0,0,0,0,0,0,0
"ILC_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0.169177071204577,0.407398983834801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228401420514423,0.164542794368721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0.24693820329306,0.485160115923284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306162552602907,0.242303926457204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,1.52435517161788,1.54280646732851,0,0.386642517653289,1.00159822512472,0,0,0.940855609912861,1.07192725321818,0,0,0,1.0558767945388,1.02473857161663,0,0,0,0,1.58136648669734,0.763524015910785,0.468860024059848,0.394291294886552,0.873236162723954,0,0.477643235857408,0,0,0,0,0.385183227515716,0,0,0,0,0,0,0
"Myofibroblast",0,0.539169876824121,0.601421529908514,0.0342630038408422,0.0391741898148183,0.37410932747234,0,0,0.361461835866805,0.421709001276604,0,0,0,0.422568047352334,0.380517301685913,0,0,0,0,0.372549414442302,0.183195154685128,0.102196594461148,0.215873437402769,0.448246111538355,0,0.109425413260872,0,0,0,0,0.0733938759285751,0.0697200313214903,0.0354795914864522,0,0,0,0,0
"ncMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0.139546583348995,0.377768495979219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198770932658842,0.134912306513139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Arterial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Capillary_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Capillary_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Peribronchial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Venous",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
