"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,0,1.13177235333761,0,0,0.797560599359821,1.11921456856226,0,0,0,0.501263372167814,1.04354370884973,0,0,0,0,0.183005951483411,0.0482242193814907,0.120339380522207,0.534380433032312,0.622046757227595,0,0.0636966711830454,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0,0,0.01084680790455,0.0239815914305843,0.206708602797546,0,0,0.218606644542813,0.227141950966126,0,0,0,0.325398136246593,0.201512387193149,0,0,0,0,0.242040057695203,0.13017620380235,0.140425892868861,0.130771339143004,0.28025801269004,0,0.0824792555505578,0,0,0,0,0.0202576068259248,0.0336089085405472,0.0119523407542591,0,0,0,0,0
"Club",0,0,0,0.0255397435396454,0.0398166821549,0.307006830144861,0,0,0.386399433662619,0.356034199414701,0,0,0,0.408692566145965,0.308799043881294,0,0,0,0,0.326356168694083,0.233977401617342,0.135989198294199,0.183131006695176,0.371077317017709,0,0.0789557999445297,0,0,0,0,0.0357688728020093,0.0640308922221681,0.0267414096806334,0,0,0,0,0
