"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,0,0.690208994854311,0.0495381485176036,0.204985534235675,0.666549137494507,0,0,0.381150012877877,0.56246991821169,0,0,0,0.514106465023077,0.294247717643888,0,0,0,0,0.3520415836493,0.207323533661283,0.245678926610721,0.314716152125656,0.524585332200973,0,0.074672185034005,0,0,0,0,0.0498329608962201,0.102510799526661,0.0999373305130778,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,1.44861223488291,0,0.296399052870945,1.72716652397731,0,0,1.05260340926592,1.41655189662005,0,0,0,0.540785275195742,0.856308170780492,0,0,0,0,0.272266765211857,0.124802870969225,0.29149342183604,0.444066157952041,0.808888061293669,0,0.14812355088435,0,0,0,0,0,0.0669855971443324,0.298893349854437,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0,0.41846802060149,0.0149171703104964,0.0659549861940253,0.443593174988487,0,0,0.252508815740871,0.340126806174139,0,0,0,0.258372463541339,0.148076194929581,0,0,0,0,0.222103175560879,0.117137011321745,0.235187549042975,0.163545376019001,0.237355095019304,0,0.0932988407392532,0,0,0,0,0.0151883976988236,0.0622882945499922,0.0306264914206337,0,0,0,0,0
"Club",0,0,0.967709446208475,0.0745736563665523,0.233180069785706,1.1054828701836,0,0,0.682873142164764,0.74154102490839,0,0,0,0.606128002764368,0.309562454831262,0,0,0,0,0.7864169727552,0.475379259161946,0.320785450157567,0.446690594258806,0.646391440216914,0,0.0997076928829537,0,0,0,0,0.0748684687451688,0.152581815224558,0.150008346210975,0,0,0,0,0
