"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.619427725081468,0.414920022734054,0,0.0523614881991989,0.849311571337191,0,0,0.689430541418384,0.631632032479142,0,0,0,0.485015701350874,0.481234447329885,0,0,0,0,0.639945535581251,0.463105489882626,0.185289832289148,0.316745808241763,0.543990487626868,0,0.0651328048006822,0,0,0,0,0,0,0.0632404414592594,0,0,0,0,0
"ATII",0,0.671699303785471,0.416190913901168,0,0.0503830622298296,0.767425253879195,0,0,0.640714028039862,0.615955219411729,0,0,0,0.51304587771958,0.524289001192076,0,0,0,0,0.539126130219617,0.331158532688984,0.236749425242509,0.25673670767152,0.55328847152378,0,0.121105366518794,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,1.02853024193381,0.88692557492654,0,0.216116948524709,1.32593335893198,0,0,0.815560678646587,1.10557624377489,0,0,0,0.577385626307468,0.870175594133785,0,0,0,0,0.377131314226041,0.0879406653359842,0.106776522275355,0.566546503831743,0.651926347508503,0,0.114163127308917,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.345290372099436,0.199810353058405,0,0.0158382026296649,0.402081893257911,0,0,0.306022712467844,0.282297112518645,0,0,0,0.349945349014901,0.238412123384814,0,0,0,0,0.314107057301535,0.175718407274191,0.109657759370832,0.136326915083924,0.29542589144943,0,0.0642936545885707,0,0,0,0,0,0,0.0271523140201279,0,0,0,0,0
"Club",0,0.479652673112914,0.259668359884566,0,0.0307719783697113,0.562455740343105,0,0,0.504012189315244,0.405296290391865,0,0,0,0.434601542279107,0.349924122911727,0,0,0,0,0.398795384821316,0.288646873644068,0.124200263803931,0.215964133082903,0.416010884502952,0,0.0452091188757359,0,0,0,0,0,0,0.043069925533258,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.496138781563455,0.540147019426633,0,0.380014984083756,0.629873063740916,0,0,0.578691548017524,0.624220793706112,0,0,0,1.20788085554525,0.655864704140014,0,0,0,0,0.396026649957036,0.796544393979803,0,0,0.835262305323769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0,0.449394761750314,0.212277147703875,0,0.0333355622773836,0.546058437191465,0,0,0.340794609160079,0.41044803623262,0,0,0,0.238172142650633,0.382705743449471,0,0,0,0,0.451888810361635,0.151429642206094,0.124976020726952,0.129877057158215,0.218412517359159,0,0.131928119582068,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0,0.100754782985514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203053363040387,0.167704280327455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0.615643683106434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717942263161306,0.682593180448374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
