"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.578946121496906,0.376066411738298,0.0202908493815195,0.0234311127919527,0.510017981884632,0,0,0.370641252468951,0.227392973841919,0,0,0,0.302075214252882,0.284205005777987,0,0,0,0,0.333033246111636,0.259221386645243,0.352621793589703,0.262534865395306,0.278716545024295,0,0.034645063898571,0,0,0,0,0,0,0.025525622511205,0,0,0,0,0
"ATII",0,0.594031764299478,0.39174677453842,0.0204132181910518,0.0239630811767589,0.479844478896763,0,0,0.358679698888687,0.210379134517113,0,0,0,0.318757955689004,0.292071309078356,0,0,0,0,0.302076636937903,0.147432416209276,0.402268186196091,0.261877555824748,0.289828239799065,0,0.0749783017200345,0,0,0,0,0,0,0.0263307878159137,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.899688269509848,0.935459016484226,0,0,1.01914336545236,0,0,0.57882632187636,0.431842634087565,0,0,0,0.435456347614907,0.466077275581456,0,0,0,0,0.354190072114455,0.0804976502156738,0.388524179899739,0.515891256595203,0.431781618872653,0,0.0952448226207933,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.44579518599297,0.27911558515717,0.0062057517740148,0.00947162572086533,0.453578839574735,0,0,0.213942108851048,0.117314840133472,0,0,0,0.180087638578108,0.184269638690308,0,0,0,0,0.317492244016936,0.128061887120996,0.303672629223205,0.150564387559594,0.140897890997612,0,0.0677489057806638,0,0,0,0,0,0,0.0116499158288877,0,0,0,0,0
"Club",0,0.352052662888838,0.21334021598767,0.00573159303661023,0.00928145602231732,0.35804292470101,0,0,0.234014964112655,0.111650806732489,0,0,0,0.179590603313811,0.188355917123811,0,0,0,0,0.200667902997831,0.109366166991328,0.262208739588141,0.150705985263977,0.138409142345068,0,0.0219580964037119,0,0,0,0,0,0,0.0116491626614721,0,0,0,0,0
