"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.543869321497233,0.343544176364772,0,0.0765557506204337,0.273336135463158,0,0,0.396663938658974,0.412621867929634,0,0,0,0.22470929332569,0.325741863014386,0,0,0.496428712882002,0,0.258751174244357,0.212706410484931,0.0842089704242391,0.0180966170058197,0.174600975186751,0,0.0647511681420705,0,0,0,0,0.0180198769097275,0.0175127630986364,0,0,0,0,0,0
"ATII",0,0.51720195547744,0.301140418273315,0,0.0909341456265488,0.25236055005378,0,0,0.3402784621636,0.395983875613737,0,0,0,0.233912789237619,0.330906190839379,0,0,0.418527232706993,0,0.208959608505847,0.113513799455485,0.13375214056643,0.0164357629282946,0.181289885897973,0,0.12039902693545,0,0,0,0,0.0163490132544512,0.0157757541636526,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.921922153848197,0.806327462385984,0,0.221631536546397,0.831315459952108,0,0,0.638303618167207,0.806181686874052,0,0,0,0.33795345052033,0.704223804953211,0,0,0.757964321729203,0,0.265095521973954,0.0634405428736886,0.139812905719765,0,0.472685041060205,0,0.153099374597679,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.415831631868395,0.254209982683752,0,0.0568277756207223,0.206159449772823,0,0,0.241344833589548,0.274588297328293,0,0,0,0.179129684587407,0.228097661999186,0,0,0.382425378430254,0,0.222969348775038,0.116287954296148,0.103434347267654,0.00790688559179046,0.137930629817173,0,0.0983634990293927,0,0,0,0,0.0078270758918545,0.0072996775283198,0,0,0,0,0,0
"Club",0,0.43199348743918,0.254137179174993,0,0.0526884178660309,0.216649173355805,0,0,0.341290803355573,0.327886123441378,0,0,0,0.211703119345749,0.293406234937478,0,0,0.501937769600438,0,0.190602955664649,0.137065235491851,0.0698031000922084,0.0119938289499205,0.163522149984477,0,0.0562705399603283,0,0,0,0,0.0119070792760771,0.0113338201852785,0,0,0,0,0,0
