"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.123954795520034,0,0,0.143161331645336,0,0.0704930632401544,0,0,0,0.0923645414972368,0,0,0,0,0.081052846329413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0.0888787856496537,0,0,0.197060061467891,0,0.103297293358087,0,0,0,0.136103913290172,0,0,0,0,0.112635925696273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.115569783310339,0.0130655591941924,0,0.273609998244312,0,0.150090988865368,0,0,0,0.106036163909163,0,0,0,0,0.0812482239578419,0,0,0.218993636312854,0.166834359942826,0,0,0,0,0,0,0,0,0,0.0393904605043933,0,0,0,0,0,0,0.0447407836383714,0,0
"Macrophage",0.116237050147161,0,0,0.207024252095131,0,0.0991243845406261,0,0,0,0.112139200176842,0,0,0,0,0.0880021211478478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.217316840356928,0.317715449301532,0.123298572845338,0.465250622138789,0.151917700791585,0.37282940898655,0.753275288177143,0.195388091098082,0.450266396673557,0.230650990690983,0,0.129487544566442,0.267393375324183,0.153327009678842,0.374599048068677,0.155801822106377,0.215550822325686,0.554929261324915,0.558314269849625,0.132012278198688,0.0726925389716968,0.131108978192287,0,0.343933991307995,0.149050927022295,0.334452318788753,0.0824862272016449,0.231706514783969,0.198270909362494,0.116020130309259,0.253077626282195,0.293168391256303,0.0964770394284419,0.213938918078325,0.205658794644284,0.467938753231123,0,0
"Basal",0.485473707009215,0.634390698063094,0.298976055959027,0.888454913221562,0.251520078382623,0.92329129001485,0.94618418588226,0.256940781501449,0.501859684333546,0.45010769467473,0,0.191165291645313,0.570603916506745,0.232261230127387,0.592331055983945,0.234375842135131,0.319030653387551,1.02472853641325,0.881231532772641,0.259820988418468,0.103522911517487,0.229545858136731,0,0.447002487960156,0.316010674183426,0.469171780142996,0.16495860101272,0.328623598883105,0.364213432712852,0.205768760805757,0.377909706491938,0.507143293633452,0.149304631962875,0.393880206861671,0.395395293940292,0.641351330098766,0,0
"Myofibroblast",0.186045657755323,0.245962393129751,0.173674653877594,0.354918120214867,0.164799251344703,0.300815178720711,0.801608436929004,0.171400791370728,0.3129343401977,0.174083073572014,0,0.119353073724334,0.230203772655953,0.119501011839945,0.321556641072086,0.121966725209624,0.164711141912516,0.556913840341434,0.471960446930457,0.111721649944638,0.0704034049674065,0.108164604540035,0,0.254270423209893,0.116068389897183,0.299288582464605,0.0817406992291013,0.198772727947573,0.171379876798635,0.0930757566570075,0.219421172237164,0.216617409394342,0.067293049703902,0.158076706462713,0.197898594330069,0.37896965630498,0,0
"Dendritic_A",0.0137798925771387,0,0,0.0315393740746914,0,0.0102609275766335,0,0,0,0.0129695162918204,0,0,0,0,0.0113649732206317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
