"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0.55737433645376,0,0.357623361642767,0,0.517115167800033,0,0.339691111834412,0,0,0,0.348164830116343,0,0,0.3430396081646,0.533125874375004,0.316650071556893,0,0,0.592327888873458,0,0.313594691413471,0,0,0,0,0,0,0,0,0.167322272487263,0,0,0.451933086270601,0,0
"Macrophage_Alveolar",0,0,0,0.205956937029898,0,0.0829608425272318,0,0.220954533970762,0,0.0584140620272329,0,0,0,0.101558089010179,0,0,0.0766129098039395,0,0,0,0,0,0,0.127027716137397,0,0,0,0,0,0,0,0,0,0,0,0.201226903127164,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0.14785603650895,0,0.0504338388142626,0,0.126166131253465,0,0.0298217365068184,0,0,0,0.0310456675198286,0,0,0.0569429334794307,0,0,0,0,0,0,0.056502622233318,0,0,0,0,0,0,0,0,0,0,0,0.226028754715466,0,0
"Lymphatic-Endothelial",0,0,0,0.188001851318691,0,0.144334136352774,0,0.117528775404002,0,0.107487251098021,0,0,0,0.0947865954115096,0,0,0.131156713108045,0,0,0,0,0,0,0.0935890140958655,0,0,0,0,0,0,0,0,0,0,0,0.113771131433792,0,0
"Macrophage",0,0,0,0.21944785381062,0,0.0945244854821366,0,0.241190909141846,0,0.0616328389782473,0,0,0,0.121794464181263,0,0,0.0928020099408062,0,0,0,0,0,0,0.154009549698841,0,0,0,0,0,0,0,0,0,0,0,0.29528437106433,0,0
"Fibroblast",0.244179769176089,0.0392969997418233,0.152027975984439,0.409798340604251,0.349094336367665,0.339809051292013,0.669360663718825,0.417443411793018,0.4185039574691,0.3121975651823,0,0.0966817848736737,0,0.549073315001033,0.25250179199095,0.110516242921378,0.267321667740032,0.538503677363881,0.469700159359964,0.129961336941327,0.192621814297153,0.246527024601102,0.192866858515592,0.367395980948635,0.112497901681757,0,0.0948830009197057,0.258308912853183,0.0587842674478196,0.305657274197481,0.13098183567145,0.220379679719361,0.0949803886764911,0.234502696256283,0.422725105874107,0.754772260817312,0.618498022814669,0
"Basal",0.337425974428102,0.048628765668229,0.253851440479289,0.700790813232946,0.433253820482165,0.668479715537105,0.654808810683934,0.552293049563206,0.347460924299831,0.586716015579661,0,0.0984061400001589,0,0.741020634078012,0.260808310558419,0.110103219080383,0.319725673177813,0.777470559020643,0.636767168155579,0.164723433972275,0.203416315156302,0.486730395323845,0.235792981777059,0.448766465603794,0.159230547108769,0,0.13844220784847,0.250367404390301,0.0983892399077545,0.367582131147044,0.156313182056351,0.292629001761444,0.143951872568757,0.285004017740361,0.605293606978844,0.858656201068817,0.570984210284394,0
"Myofibroblast",0.254507159812859,0.0370260697910124,0.245696133439424,0.39883734941018,0.425752778576431,0.345566307169443,0.782948583733631,0.42706721633967,0.325969029755354,0.29327891853505,0,0.105201524610294,0,0.498010443616719,0.252247228686471,0.102838420754997,0.246245031470858,0.637650672787822,0.471684787008214,0.133931664144277,0.211068808667996,0.292361076573181,0.202689534157625,0.319774703919722,0.105968978073175,0,0.103073283875243,0.261213816228394,0.0612041617451155,0.294302624443427,0.132639276792334,0.187187817161324,0.0882042965728417,0.209867793382345,0.458195897776528,0.713568406409875,0.611533837632182,0
"Dendritic_A",0,0,0,0.0325100098013338,0,0.00870447081156776,0,0.0150188924405766,0,0.00416829052062282,0,0,0,0.00540713460678548,0,0,0.00524174405438874,0,0,0,0,0,0,0.00808043887691927,0,0,0,0,0,0,0,0,0,0,0,0.0164614439429048,0,0
"B",0,0,0,0.0339119688309163,0,0.0171166938440249,0,0.0215698510690978,0,0.0112130649843525,0,0,0,0.00865013189942223,0,0,0.0195787379685853,0,0,0,0,0,0,0.0141790397163194,0,0,0,0,0,0,0,0,0,0,0,0.0371555322806253,0,0
"Vascular-Endothelial_A",0.204821470743632,0.0306141102772909,0.139847711708984,0.399242106365124,0.370648711530761,0.324791643362876,0.61120822933246,0.400149207588315,0.333596052621346,0.268268809262037,0,0.0718075668100663,0,0.440885114415508,0.235789255810992,0.113919227036791,0.19367086722514,0.540009756438861,0.37645296324992,0.129029320357253,0.177599628973631,0.263110915855644,0.152889320876816,0.348509155433537,0.0781723149119079,0,0.0925845002695136,0.202403274692156,0.0563319477881696,0.250772964818504,0.0950710742670783,0.154233990518605,0.0661023548562288,0.171695853338268,0.36211891038826,0.655727343880855,0.612279737434188,0
"T",0,0,0,0.0973972569045423,0,0.0537295419386247,0,0.123226151919088,0,0.0319834224195636,0,0,0,0.0420966391619643,0,0,0.101380296734741,0,0,0,0,0,0,0.0505250316500781,0,0,0,0,0,0,0,0,0,0,0,0.114458315988601,0,0
"ATII",0.15676314676313,0.0153375921941297,0.167022153872182,0.552371543440635,0.18404630810853,0.363656548477071,0.466337702791035,0.377503339396354,0.216677299182537,0.431384020788114,0,0.04630264595826,0,0.520010857783564,0.159724567389527,0.0646615015882691,0.176957851915268,0.441365906950126,0.487339349607726,0.0699925619321241,0.102976571231366,0.476831788248735,0.0949236575515055,0.296760769089908,0.0512834010792024,0,0.113455369734719,0.134534820603778,0.0988466106024272,0.273409278977687,0.14726611146854,0.209715300654012,0.11352490133561,0.119275401004416,0.236001709496512,0.653893049324271,0.488119901916421,0
"ATI",0.223227970335817,0.0343289826062675,0.163798256292301,0.405113399530498,0.361373982380156,0.329670667452255,0.705556982051761,0.400386213690304,0.322996978853971,0.314457167815726,0,0.0897970603693012,0,0.52072856350575,0.231083565478641,0.113899371779971,0.299136112929239,0.513607233946679,0.391155364105088,0.1243132791538,0.274074496477412,0.181734483305057,0.190611369255796,0.341417318394163,0.111088220894384,0,0.0903661588613338,0.219259554579113,0.0651333196033765,0.290572086460299,0.110206815690834,0.218265158538302,0.0615006692416839,0.218968669508938,0.395481229003663,0.652617537427904,0.544406791154239,0
"Vascular-Endothelial_D",0,0,0,0.0298466082074226,0,0.0189296794659432,0,0.0159874778461002,0,0.0125769339226301,0,0,0,0.0106809691811854,0,0,0.0208470982063482,0,0,0,0,0,0,0.0124818402490422,0,0,0,0,0,0,0,0,0,0,0,0.0151106942530514,0,0
"Vascular-Endothelial_C",0.119338166125561,0.0142808231584571,0.0962273698540607,0.286997772203223,0.200078265326717,0.181440006582739,0.398597340698862,0.265876010778432,0.232015249493329,0.161200539249924,0,0.0438282464424696,0,0.324695927450648,0.192280722986972,0.0964839176864404,0.123655943851037,0.35692612251065,0.264768094746604,0.0831652717436907,0.106440674158241,0.199690539704343,0.155584892464216,0.239543510594096,0.040576394004579,0,0.0642805736925156,0.167719441834829,0.049103117155189,0.188784409066135,0.071729805571987,0.119997246083834,0.0410293939457912,0.112337172712475,0.233380901959706,0.549319356980738,0.580480444241799,0
