"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.0258670862007672,0.0921227866548015,0,0.05780659077965,0,0.0258870715772408,0,0.0264340999730048,0,0.00860460955938938,0,0.0516795870942822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17580599784374,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0.0235815330235559,0.130554079908957,0,0.0816883862079445,0,0.040468647900418,0,0.0418346965634604,0,0.0226460087436317,0,0.0722137158815563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294510189946522,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.0531882730393939,0.196046508427769,0,0.150536752989327,0,0.0842847355344408,0,0.0386396393392672,0,0.0270433317172508,0,0.0738164396313051,0,0.13262643698844,0.303523676484592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371280220884425,0,0,0,0,0,0.184195120652523,0,0
"Macrophage",0.0790448760944578,0.309141204395913,0,0.200730476031874,0,0.101070389325657,0,0.1202683554584,0,0.0455353134609357,0,0.125796101201216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582039400917068,0,0,0,0,0,0,0,0
"Fibroblast",0.140666866143416,0.278674831396949,0.196872981219659,0.349399383769225,0.133601548980791,0.209795831132868,0.382387076686914,0.152529540084076,0.230869851009005,0.255758607426126,0.053814635236664,0.114844657610141,0.17288973213618,0.284292481506652,0.328902792276028,0.0271034275032519,0.170581217790713,0.217236310487776,0.174171514141144,0.097702414364737,0.0787924093227106,0.115897196078712,0.188237704284322,0.161409475604721,0.0781660411335311,0.326696314658046,0.141700481627475,0.128926597520193,0.109163989104293,0.123812987393987,0.224655728234205,0.146587882888358,0.205880326676426,0.115087141021518,0.0597018960521409,0.377902468559857,0,0
"Basal",0.229486990918728,0.476479897991178,0.331820260137461,0.597842502015737,0.161929232375969,0.446873859409215,0.373989763755188,0.229848291683267,0.19531997749578,0.445132707556076,0.0539499113541803,0.151813287541688,0.25502317359026,0.436298853130301,0.538828387793713,0.0288708076717905,0.16930902424709,0.348951528415354,0.239094986783752,0.130326060890902,0.0822550155729904,0.171818653827553,0.283854049851836,0.233015388539882,0.112647260615136,0.311815584154219,0.185511689555796,0.135158578923376,0.172129490981539,0.221285446968873,0.269763204383933,0.25870365798542,0.196777645646841,0.143887581357584,0.0841524805802928,0.448806533740249,0,0
"Myofibroblast",0.0825179996964547,0.187057725668409,0.259413019571353,0.221095862181179,0.125164370561308,0.115796514276715,0.347201885054874,0.0969567790859483,0.133915587580693,0.132951907316722,0.0294282259498247,0.0740583552516439,0.119504745636144,0.175417372941343,0.261255317497086,0.0163750079917708,0.10909950531544,0.180531135680243,0.100592812920854,0.0631730125746063,0.0632820388392954,0.0802503718850317,0.118055565154285,0.0921551781705336,0.0440045012812538,0.278248099180683,0.111333762064272,0.0722064400053292,0.066640521849385,0.0916072553215817,0.170373631544288,0.115117433744195,0.154540400373428,0.0631446911617311,0.0494426609378785,0.273387777397058,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
