"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0.0647398287876339,0,0.0904805125961911,0,0.0658281569824587,0,0.053136752767639,0,0.0611323184310862,0,0,0,0,0.0953435769697239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109455953642811,0,0
"Macrophage_Alveolar",0,0.0674651197777507,0,0.137862471630637,0,0.0688631215987956,0,0.0760905480460233,0,0.110138230866116,0,0,0,0,0.0807990672987345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32793572793053,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0.0236461841162922,0,0.0679018703825406,0,0.0278238104360961,0,0.0195257582782096,0,0.0512673259238282,0,0,0,0,0.0218800179045652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290896696440926,0,0
"Lymphatic-Endothelial",0,0.150277746457659,0,0.199262669547166,0,0.164749371687941,0,0.104986718419424,0,0.152190104240378,0,0,0,0,0.148864813488278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870874234394082,0,0
"Macrophage",0,0.118765679283178,0,0.221433707126415,0,0.115843253552873,0,0.136095821589725,0,0.154154867982544,0,0,0,0,0.114526880375033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68515145522198,0,0
"Fibroblast",0.258252665009573,0.422591786022805,0.188001574438834,0.678195954853909,0.306332564105812,0.483962274012303,1.26056465129958,0.468369333326133,0.792920313842911,0.410086353123267,0,0.255152033542984,0.196263059917173,0.258669572865539,0.391756091346101,0.345717100262831,0.221029410883852,0.660794066275239,0.443880199049997,0,0,0.282000066668934,0,0.541056406153571,0,0.455246116222625,0.181707537608622,0.418650342488704,0.27835418482148,0.339403679475427,0.33568060675622,0.366361938881178,0.204730243978827,0.224666564068755,0.944444061347955,0.788931957111239,0.42670321896093,0.288607248716363
"Basal",0.509996829550209,0.708065552086685,0.386797342702686,1.1804058167653,0.422043040304995,1.0477752952461,1.3700530085748,0.703892507650816,0.728618014319088,0.748357280435222,0,0.294471448365787,0.360367742734037,0.34308639323892,0.533242907549709,0.421500803039467,0.260138061154782,1.07516831464655,0.600890627499459,0,0,0.384923617661004,0,0.6017249132738,0,0.54460362776398,0.297486232181524,0.478247123386286,0.380301563354689,0.480657194104555,0.423264816406045,0.533095785559536,0.2433371961362,0.312482168471744,1.46672463339055,1.07101205622663,0.464318444662633,0.321609539700664
"Myofibroblast",0.284332110322819,0.427160751468315,0.297150986506738,0.660643760729543,0.362097945070953,0.525138160463087,1.43013594073872,0.483453301332325,0.599829025553387,0.417506203476903,0,0.266883892183598,0.199163213088363,0.213917717265787,0.406161315809216,0.301948277446508,0.191072795922237,0.764248007647463,0.432546294874404,0,0,0.259048503053433,0,0.432816359900085,0,0.442890666930831,0.190489293853539,0.401874012583606,0.266387460045508,0.308801594654759,0.323667771981201,0.296328058830129,0.163941790582648,0.192633756318397,0.999985141106812,0.80378858989984,0.403241620598418,0.284386133601608
"Dendritic_A",0,0.0198348067084864,0,0.0439038450863065,0,0.0193984879158278,0,0.0138459985718442,0,0.0266513049103873,0,0,0,0,0.0329932879507042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557866413014246,0,0
