"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.105189658995625,0,0,0.166082598173687,0,0.0720481959224885,0,0,0,0.123617956243559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0.0642382552598078,0,0,0.147507252669694,0,0.0819095257593525,0,0,0,0.122028467511617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.190459866664795,0,0,0.248033561970757,0,0.198817740212287,0,0,0,0.185462314010567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.0708239549725297,0,0,0.214758193237436,0,0.0786159761496514,0,0,0,0.129481054579067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.452895679531207,0.610143907418642,0.23948404884247,0.959093909773363,0.626034216195283,0.802325028955268,1.57435334342239,0.490727015737812,0.821034009959471,0.651368858366282,0,0.212230803055596,0,0.731211160760969,0.813569868631761,0.197248188266386,0.406853486780304,1.00280089355372,1.10215917318057,0.220108121491937,0,0.259585515009453,0,0.579886401075077,0.343556971264633,0.329887239085459,0.244013545813416,0,0.199729732105718,0.124446021191341,0.735429253435577,0.398088338706156,0.117416953908532,0.524288038347902,0.499846329377793,0.933250333879394,0,1.26241169323632
"Basal",0.740480806824971,0.599632046770467,0.350271864092386,1.29939247348076,0.645698578934776,1.17631177071521,1.32369397421455,0.545888137962404,0.587872274938706,0.868163398443055,0,0.175201237209737,0,0.647879122920129,0.862592915265605,0.168677160168684,0.33170413813043,1.22250385003605,1.04810938867602,0.233319933992732,0,0.267465542872525,0,0.460414801007477,0.385728744447922,0.275508455074182,0.272150436868757,0,0.212656175977255,0.153195612303947,0.80653578259588,0.447549275750058,0.116947677300694,0.51575488088056,0.600048462961376,0.855834063497062,0,1.21440082385846
"Myofibroblast",0.417760366807796,0.461578477015097,0.312915372321905,0.764561631125812,0.648065725170348,0.668674317655894,1.61882863993163,0.436022182230438,0.558004241912448,0.508268355069257,0,0.193050108704106,0,0.579572285583551,0.728463022941796,0.141389254409993,0.308571229726335,0.997340317210513,0.888803444362081,0.184470209310062,0,0.200159342848034,0,0.406051537330172,0.258131848782594,0.276409221339381,0.215160758437399,0,0.163902232272341,0.0947329351106323,0.661118407280299,0.277922858865882,0.0804293881377501,0.381260761796968,0.475372375980657,0.738523894167476,0,1.11216544384905
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0.0193277430703382,0,0,0.0370112236333227,0,0.0180820614185263,0,0,0,0.0272116908802162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0.112436243189668,0.148547155792136,0.0752395466044472,0.311967744164792,0.354081207959683,0.201900710960765,0.938046682752593,0.245049057456949,0.407707267802632,0.170499314479103,0,0.0753840914139018,0,0.40914298180311,0.419056663639774,0.0390958328322141,0.12820900186544,0.458338842296233,0.315734945508776,0.0809621487613055,0,0.0620296703769254,0,0.227385190200288,0.0680805081204287,0.110053002480484,0.0864752343770704,0,0.0520157418549037,0.0281126797203233,0.213420528456785,0.114101812046898,0.0221177211479749,0.13981466747281,0.282400226633882,0.394441353494609,0,0.505171831702827
"T",0.0358405410586557,0,0,0.100582344576349,0,0.0513665228178789,0,0,0,0.0625862995152272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.225996404730115,0,0,0.332678035716059,0,0.255036327939188,0,0.094392653910167,0,0.244912745657982,0,0,0,0,0.0957393331429544,0,0,0.126329639643942,0.115735481318647,0,0,0,0,0,0,0,0,0,0,0,0.197898345351101,0,0,0,0,0.0860855843554407,0,0.175645764942477
"ATI",0.920373196713035,0.484318627480436,0.559260444925794,1.49071880476478,0.602089387617343,0.981093508576776,1.56467351067598,0.640139543885763,0.595884954231072,1.09168014495496,0,0.181901353705106,0,0.632977132695554,0.918582673648259,0.182665033105286,0.342302628809417,1.2098079747748,1.14107556463206,0.192641971700664,0,0.403504064977382,0,0.452225884559994,0.307531332361197,0.261632105022199,0.361810985860694,0,0.34910298631427,0.25536519569859,1.15648373169006,0.632181925026416,0.190154406587608,0.447126739901771,0.440054298720417,0.904238172889241,0,1.15641259200443
"Vascular-Endothelial_D",0.0580769141732064,0,0,0.0839599161175273,0,0.0593520052382921,0,0,0,0.0593504362820741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0.184872082424459,0.244691441683959,0.170389606247157,0.504849810813384,0.383723080148666,0.379675892690175,0.981030516700201,0.286959580297867,0.457277775636118,0.287931074437161,0,0.110930765860841,0,0.498659780423491,0.538947613079188,0.103344126233333,0.181586140599564,0.578367519225491,0.520246400818417,0.121776726826746,0,0.137279166339912,0,0.323511496895366,0.13342180346719,0.161292256432854,0.144114524240858,0,0.105652154187249,0.0536898702282413,0.385198129259109,0.200483382302627,0.0447979466190631,0.257976841651714,0.320951557166462,0.559632589644633,0,0.561783279861326
