"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0.0607522602604368,0,0.109912520040228,0,0.0363605697257017,0,0,0.0731680606819051,0.0469289946314431,0,0,0,0.155773704653542,0.0743690554887603,0,0.147694489924795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168627876890806,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0.133975186183527,0,0.181403695375418,0,0.127410211087224,0,0,0.20456817269333,0.109180729206992,0,0,0,0.126109277494137,0.133137175603908,0,0.191936672626433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131006105013095,0,0
"Macrophage",0,0.0838685021633653,0,0.129176054959335,0,0.0528721710849364,0,0,0.0837713478900895,0.0567364539004716,0,0,0,0.184669007032202,0.0826114862939368,0,0.170810731827723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263364239025955,0,0
"Fibroblast",0.550268354353229,0.391883464594208,0.196884346348803,0.635578506306786,0.380393236562434,0.585157097688137,1.26177101944052,0.654482758604399,1.3794585583415,0.551339090575867,0.526768747754624,0.199402238435009,0,0.316835047145969,0.785329346156002,0.282885636892899,0.32513992729048,0.814991346255474,0.521555414549176,0,0.21728582882953,0.221613229255016,0,0.275151406251527,0.888524503594255,0.39398862737754,0.228595714915858,0.318459516485386,0.233890323412769,0.407145318634557,0.749575825911683,0.618569624703148,0.180232108616416,0.747168460823447,0,0.85123796146562,0,0
"Basal",0.741329840496161,0.504591717223447,0.290429125353232,0.963966461162399,0.430993577154572,0.943540059774196,1.1457867921709,0.747043935807949,1.28699971466035,0.733969421346982,0.641954932182292,0.180270600787252,0,0.376076859050141,0.974667359637515,0.270023433953963,0.360040830304724,1.09212369178844,0.492726595746208,0,0.233852550504124,0.249172156921012,0,0.242005695493302,1.12014432645981,0.363902037632038,0.267413860998124,0.282764278835455,0.24910794370162,0.413657120155238,0.692803821320799,0.657723358968376,0.158800608944402,0.819012995770957,0,0.818138333802516,0,0
"Myofibroblast",0.388664000465151,0.278785481838446,0.220041759879419,0.49043549864978,0.349004718324827,0.425844698235604,1.1797277363079,0.485561650562306,0.898970079895045,0.371212209654389,0.458603346881851,0.168030730275032,0,0.226595324624912,0.652416566467982,0.184676881607827,0.252569276833328,0.727202521693688,0.363416984351158,0,0.167646719450989,0.150107156469824,0,0.1670433718244,0.580154564708119,0.297784700709705,0.185011509038048,0.240448918981032,0.159846661773379,0.264133173064175,0.539449365959383,0.367101924840644,0.102184394333964,0.477236924936117,0,0.641356759458233,0,0
"Dendritic_A",0,0.00812081779710787,0,0.019638280595002,0,0.00506483598903357,0,0,0.00578034226220597,0.00600360238183018,0,0,0,0.013592954622397,0.0136221124451781,0,0.0173109664051827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170025550501775,0,0
