"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.698372414523762,0.15832395064967,0,0.175784110783603,0,0.0837918526181675,0,0.121639174282954,0,0.203457997193644,0,0.164878125144403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17352119683827,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0.194448691633364,0.0900514722525495,0,0.0983496689473663,0,0.0429445827582683,0,0.0519185902379829,0,0.114954000793391,0,0.0705710667008757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112338903821714,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.369699908378354,0.169512917893684,0,0.195821409039011,0,0.149005239401566,0,0.0992904373443076,0,0.177021450737529,0,0.13981438011217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277483542955424,0.23734550270055,0,0,0,0,0,0,0,0
"Macrophage",0.655576049942066,0.186130288476469,0,0.220879801593707,0,0.0890051807143684,0,0.118264214551886,0,0.224906255321802,0,0.0970346751319263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174689066094011,0,0,0,0,0,0,0,0
"Fibroblast",0.294425340426905,0.37026155961381,0.260039165390813,0.819277687780938,0.350492346498121,0.469601662516538,0.709100656747177,0.589963033848449,0.550107838602927,0.685648075094723,0,0.346130841320823,0.214912371689086,0.249082452530181,0.568581264629803,0,0.345041241118582,0.623282878801914,0.570213318364444,0.0596476827300287,0.14185682524791,0.224907747901878,0.17155426169387,0.5336822523583,0.182131688396142,0.486194848750628,0.165997967628461,0.407433606714857,0.261316681468533,0.490444539236691,0.433876430455275,0,0.358422489996829,0.341313292234525,0.452067981998469,0.61960236834642,0.640899359669022,0
"Basal",0.504258365206401,0.53501017241843,0.425590412492146,1.20043636371689,0.442748287693578,0.847766712668568,0.707681705722722,0.730432739670388,0.470730605531514,1.02744700263761,0,0.436041322489085,0.267385445432897,0.342257806317774,0.679309601859768,0,0.357928025399945,0.894775977779154,0.654658683873804,0.0803815271688958,0.157779852330881,0.283436714166323,0.213532720688919,0.568660441256159,0.268119728159946,0.501574178626393,0.247659838295646,0.409679240030425,0.355299855481104,0.685228422596162,0.48343650213271,0,0.431149605421146,0.415392925755199,0.66887814669828,0.714634899888801,0.639579068522752,0
"Myofibroblast",0.158541863945325,0.110484716171342,0.122208551322199,0.275294481397925,0.196183539921558,0.124169638852634,0.45658470365115,0.253411692588204,0.226528434502906,0.226012298605112,0,0.128465900830026,0.0838277015422147,0.0916576188951113,0.267154406904637,0,0.104738578930402,0.292638707399147,0.210794915495262,0.02067807898937,0.0498848427633783,0.0771896962431148,0.0647819504690575,0.18307632362866,0.0405685555564942,0.218689243307588,0.0856790484216893,0.164928509999922,0.121656316566766,0.187320870518118,0.177867441679434,0,0.130373304521378,0.133600598879743,0.210342362873683,0.237873234382143,0.414398347125585,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0.187467220378413,0.157649659435087,0.109859315500223,0.396298357471756,0.238542203205388,0.196799074236611,0.460765893784434,0.332921107553042,0.297413797947077,0.32669165450543,0,0.158308979069117,0.0748126553960874,0.126682601857374,0.333602602853012,0,0.116391353701132,0.340530176196955,0.232849147360261,0.0274668693048408,0.0600653835302328,0.0787167395961404,0.0743431108243391,0.279388203011748,0.0480365395464499,0.26217598420953,0.106019651667975,0.178163374968217,0.218850744588217,0.219839654865743,0.180794274772733,0,0.155742824172931,0.162662185130331,0.228711769471288,0.294806695269848,0.446506943143097,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.259156200262644,0.421802951892583,0.310266656483175,0.983574005628055,0.370671350226938,0.649772421195438,0.847595993592054,0.649603105248113,0.483669975682678,0.832019371351531,0,0.475383739085149,0.224518213340762,0.297614447780615,0.606192865611279,0,0.337510845504028,0.726965829107472,0.650743161838946,0.0635967762256443,0.161059869742095,0.233729732361758,0.201690756349287,0.527642992817422,0.219802306715413,0.507193883577315,0.182795349377687,0.426963235354205,0.269915371255262,0.634338315667258,0.47674217244202,0,0.347091408222293,0.394495341626437,0.493923082232814,0.66041088064195,0.61868148439399,0
"ATI",0.531956232218566,0.557647820603134,0.434429587227305,1.35287864560709,0.440365847216129,0.786154482034992,0.880507312582787,0.882267353598539,0.503172979529039,1.29364231732586,0,0.633589471567184,0.236220015648578,0.423546983759447,0.744480309190178,0,0.396707523979559,0.922777511604083,0.763081062668816,0.0716143546125972,0.254754332209435,0.336387773128326,0.212222378426322,0.675334299600096,0.232966834311707,0.514381998009037,0.260924867541122,0.426691885245975,0.6593874034866,0.809777261653099,0.535331356187721,0,0.524985707374033,0.390131637220026,0.517326686848447,0.780963649203373,0.637266699824051,0
"Vascular-Endothelial_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0.126109334723468,0.198967133074027,0.252622672755422,0.516820919332522,0.267855070932658,0.292843168106073,0.510260763305735,0.375030626433208,0.355303757485085,0.38364128980051,0,0.210641966382631,0.149034762258826,0.158094836338916,0.425525634190458,0,0.188488907628517,0.425956880674449,0.351240892423349,0.0432208469017348,0.0955297852650063,0.165511120454762,0.207897395847559,0.372812079995232,0.0976247336835292,0.341579473119663,0.147254627121565,0.330684455004557,0.204954769132521,0.315247868957341,0.311445117795737,0,0.19558036523799,0.251610603658947,0.311308321448148,0.415808304952832,0.541808820138044,0
"Ciliated",0.259552747965105,0.198613572463615,0.13949473003515,0.730228362683532,0.137080350680555,0.332122137246329,0.440301202556651,0.395335682868549,0.217931124439615,0.608057042536144,0,0.262294070297234,0.0786575435302796,0.227833138908367,0.353914644782691,0,0.101099880731919,0.442030106146024,0.266199253409276,0.0207177318275127,0.0400973974133716,0.12059270347223,0.0781879989585314,0.28284090386805,0.0524306974140982,0.181308648124983,0.147170314279625,0.129289148686331,0.240255783748307,0.366461279585498,0.219447563785045,0,0.298644937725599,0.158263130760973,0.166250059644609,0.378595085539552,0.37313967760141,0
"Club",0.41686697597697,0.320906980766615,0.26512171678846,0.93519737642958,0.243423495699043,0.515484577350502,0.498693428012696,0.550126692758321,0.292208108627172,0.842102655349578,0,0.3491249067357,0.157664725916856,0.302374577808803,0.467893542850188,0,0.192694826902685,0.540360048901994,0.385566891139571,0.0390551564572633,0.0812566078605016,0.189530624610869,0.1099896724844,0.398322561935801,0.120201087867777,0.258442625565408,0.192103025852976,0.221419152385847,0.331503424554278,0.515981152689111,0.321123097585326,0,0.377680862446155,0.247211768231427,0.3264107578497,0.522111603743223,0.456856042279485,0
"Vascular-Endothelial_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151680243908743,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864844393345118,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0.219936376208075,0.107723936206635,0,0.0837702670949758,0,0.0545101610715731,0,0.0643480254958178,0,0.0836870884433254,0,0.0780253984251204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134363866555468,0,0,0,0,0,0,0,0
"T_Cytotoxic",0.255880600930813,0.0556936104461433,0,0.102502626989337,0,0.0351859319540256,0,0.0419788413908167,0,0.0821720278645787,0,0.0649876816615729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714699854319731,0,0,0,0,0,0,0,0
"Goblet",0.423962594189184,0.342116760403636,0.607473450916165,0.989655794094567,0.286109227320706,0.564061343910775,0.570674180368668,0.561553261469184,0.345133613274326,0.877701410097008,0,0.362857156303407,0.162073445393146,0.305387795289674,0.472240311885691,0,0.198409833631209,0.746738117236971,0.456825422579173,0.0516833457466734,0.0747549024707359,0.215829538648575,0.161536823025434,0.402284360680104,0.124609807344068,0.279998875726263,0.209265251928364,0.217159369470642,0.344847291566471,0.527586570931598,0.344991378344578,0,0.389941946036799,0.224887300039163,0.334126016933208,0.53795484216654,0.462302107514902,0
"T_Regulatory",0.147422637425411,0.0543114640675589,0,0.0571764050164984,0,0.0248144879938628,0,0.024762465192441,0,0.0540432899362109,0,0.0354752190995565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475851757596458,0,0,0,0,0,0,0,0
