"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0.0988557419535859,0,0.138225253879336,0,0.125143206882495,0,0.239106535391647,0,0.153343544829706,0,0,0,0.124359161002926,0.133051177431306,0,0.267813805806455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0.00656902416654215,0,0.0387625006840425,0,0.0361896609784896,0,0.0643374531413746,0,0.0478334752542646,0,0,0,0.00464251063134268,0.0113097741612037,0,0.14955708543278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0.246298083881135,0,0.57796535853457,0,0.562360528831476,0,0.241948264457762,0,0.456669479896946,0,0,0,0.575002771706588,0.63909463240321,0,2.11712063257951,0.73098508441905,0,0,0,0,0,0.357675537987464,0,0,0,0,0,0,0,0,0.325198577307588,0,0,0,0,0
"Macrophage",0,0.0880681429163423,0,0.157158322473974,0,0.144703760313717,0,0.283390465569925,0,0.154144936199596,0,0,0,0.111269403986843,0.0994459429035301,0,0.341505238695646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.549135740414832,1.01422383171164,0.286581017777306,0.992370414300051,0.338835686911942,1.11262588630375,2.03383309831818,0.376363181527332,0.980048405835702,0.922976777204023,0,0.546291573835201,0,1.31192123394776,0.934789315791232,0,0.791298847866767,1.22592938028097,0.739353350110379,0,0.330916987342447,0.467378097098067,0,0.800233460493162,0.424535849382774,0.674061039638916,0.1703538370793,0,0.239000207803476,0.582120480189569,0.799264650120155,0.454195451732067,0.538468160829855,0.72277563008335,0,1.0383046785243,0,0
"Basal",0.432283756423705,0.873984011370733,0.29058928820844,1.01051243675552,0.317456270723726,1.2358426131034,1.44554413850201,0.35471409844513,0.610532800333722,0.877482864934882,0,0.39209433134414,0,1.13590052881988,0.853481142008353,0,0.794681039232164,1.17126372476325,0.517783252807418,0,0.230489423952728,0.341094142706131,0,0.66690742333718,0.369586278858501,0.449327118018977,0.179119614726018,0,0.182276053695585,0.406081586885974,0.488919980305824,0.375511100498487,0.387056794254159,0.579978657779936,0,0.75407582905092,0,0
"Myofibroblast",0.558420553902832,1.05677742064525,0.636955192934815,1.16285694596448,0.420539966830625,1.34031558077833,2.35790377851751,0.454119523262625,0.797103835808331,1.06507079724916,0,0.602390170400777,0,1.39775082144231,1.10570306514485,0,1.15408550953338,1.52362896209776,0.736093367407326,0,0.358204395841473,0.506222127277172,0,0.827538346471182,0.396598174879848,0.682930851145099,0.27720153535697,0,0.291222051823498,0.543250672185497,0.860968005504175,0.478171413125161,0.591102517294437,0.645371195741484,0,0.940658457576042,0,0
"Dendritic_A",0,0.00573064151922666,0,0.0214821913622513,0,0.0162268479647181,0,0.0187400883831281,0,0.0187772651890583,0,0,0,0.00468977769017383,0.0125329568870523,0,0.0350830612759209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0.0143027553085038,0,0.024989747319045,0,0.0267840136614085,0,0.0258936016195247,0,0.0284785836922074,0,0,0,0.00836364607975941,0.012592379169442,0,0.0724656835032143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0.917791415141388,1.79923036454963,0.591639355818203,1.47985024569544,0.60582422881284,2.08440913145814,3.11672579313819,0.562152168622613,1.28787935277108,1.37734977665959,0,0.771017284760928,0,1.82227374402543,1.43569223728122,0,1.24643635280819,2.05006877863839,0.988226933421522,0,0.599963292665422,0.636179310126495,0,1.23656181334964,0.670061346897163,1.1520191943627,0.30849936445558,0,0.396637137197363,0.88406388463009,1.17275434905715,0.615963280884311,0.621275818453938,1.07797424073805,0,1.31340344345655,0,0
"T",0,0.0658008858479374,0,0.0861479900291587,0,0.0908130825193037,0,0.16475908643036,0,0.0793491371661506,0,0,0,0.0529565021027274,0.070541635842599,0,0.342799351511961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.112123344892454,0.321996778683137,0.120162484395402,0.584748469906888,0.214694491176087,0.508637686813938,1.09963456465011,0.209830900294022,0.411144141576687,0.450150070501725,0,0.292650400914357,0,0.661085912399531,0.518293978489707,0,0.57056174583299,0.550572012609414,0.252146983468805,0,0.114973902905472,0.162371467018382,0,0.481806257774906,0.121303534436215,0.217561822968622,0.118526816925172,0,0.0826219293089531,0.160232042003052,0.230648898867819,0.188221765272498,0.213352348264238,0.294682950158796,0,0.518655349312293,0,0
"ATI",0.274839858455739,0.569259055878002,0.352713681575106,0.896010155248593,0.285675701656726,0.78918210161705,1.50104219585764,0.295005969768529,0.603381554751454,0.781867347153517,0,0.376059778827611,0,1.05019264083745,0.750438115114348,0,1.04824003194937,0.918641329845932,0.46276468390896,0,0.287148748988932,0.369328919180472,0,0.681615028594949,0.235991429066938,0.354122884289257,0.212292227870608,0,0.230742522288986,0.306472899760556,0.467104516766972,0.421462226033256,0.400150110485776,0.431228867990939,0,0.646510826054919,0,0
"Vascular-Endothelial_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0.242202241536245,0.51524200541759,0.236845968634317,0.670057964590118,0.30060851830436,0.704872135768498,1.30045939065864,0.265479571663231,0.585078903956518,0.526188496583782,0,0.399720258283753,0,0.784725262812038,0.673600268602814,0,0.712425789761161,0.752194355731234,0.396843651478175,0,0.202449492155069,0.284554996557536,0,0.624765997108937,0.201904545271842,0.383402190209706,0.130410289162897,0,0.146474137414169,0.284753150582285,0.430886488032853,0.247001757462544,0.252748770267235,0.462935627516972,0,0.760572638515394,0,0
"Ciliated",0.108867622550048,0.305609783535825,0.157922152319861,0.638927100167523,0.196848649096705,0.498815362784054,1.14846745052424,0.1931455708048,0.407023627724663,0.442605489207354,0,0.287882332387888,0,0.668589964258718,0.513284281286157,0,0.552738587136282,0.651137047693221,0.228957076379522,0,0.0983139319314452,0.175764486538043,0,0.513051426701225,0.131139931671223,0.196429477062772,0.141392530205919,0,0.0982119031996402,0.15111051960459,0.211783330159084,0.210481057567073,0.225118494964547,0.303266493207879,0,0.524167858138383,0,0
"Club",0.0878362402099134,0.277629590946176,0.175323495848246,0.64859296983306,0.219451428599897,0.506747052029371,0.853016504620546,0.214627655756597,0.372513299834172,0.48667422740322,0,0.241597915704448,0,0.678014233029889,0.508845906640004,0,0.702087237394179,0.518193456130994,0.196890499165037,0,0.0847765930608888,0.157171534692702,0,0.496981580612481,0.0929212648407375,0.142903316777902,0.138652939906985,0,0.0933079516786271,0.100225803318832,0.1751670023746,0.207219138374141,0.238923370746843,0.253104492992866,0,0.468132282743152,0,0
