"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0.114297457889131,0,0.262666074531467,0,0.179118750050682,0,0.263872477410117,0,0.153267926582718,0,0,0,0.174840055808982,0,0.301371650405709,0.164820526420551,0.424006508247874,0.216655488714366,0,0,0,0,0.274590201406723,0,0,0,0,0.199291244111406,0,0,0,0,0.172945868125111,0,0.261215715775334,0,0
"Macrophage_Alveolar",0,0.117919780303378,0,0.159868273528965,0,0.0686404649872005,0,0,0,0.0906820083030768,0,0,0,0.194369461095511,0,0,0.173246934210566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200532117282736,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0.13979808086837,0,0.148799538660386,0,0.0841057500283724,0,0,0,0.107287779524853,0,0,0,0.108855299151009,0,0,0.232503402747149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188397016213046,0,0,0,0
"Lymphatic-Endothelial",0,0.257574100141253,0,0.472873252595703,0,0.260161721069927,0,0.136445976904366,0,0.248332914857897,0,0,0,0.273933206678192,0,0.433308430336079,0.340564831002034,0.201010132362809,0.106214115300283,0,0,0,0,0.642657795197347,0,0,0,0,0.124959118816385,0,0,0,0,0.435288892067746,0,0.4675507035933,0,0
"Macrophage",0,0.109537847243163,0,0.183684224283527,0,0.054859395186583,0,0,0,0.0684898512383097,0,0,0,0.207376912628385,0,0,0.192528578103944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188561803904263,0,0,0,0
"Fibroblast",0.22021831659508,0.263398064644188,0.140437101079508,0.41208793580474,0.212587556459132,0.352282810220387,0.682290787984391,0.443725850267747,0.56227344276182,0.324283139434718,0.110716237307687,0.151452551757568,0.139242882223131,0.40468560183922,0,0.295902039028046,0.527865969782148,0.363094808245405,0.401028134970712,0.0401590332711683,0.199382918091672,0.104767464088406,0.229331830345716,0.513613003491486,0.279266064518094,0.463667633692782,0.136454691929803,0.281832563847066,0.220216518841776,0.230951542675639,0.326704128444855,0.256216971900682,0.41724480870513,0.3779022756377,0.350763867721743,0.600118363896798,0,0
"Basal",0.458979601044778,0.636447318779014,0.380732402405989,0.887171547178528,0.401953737175955,1.02530397321386,1.04118515203968,0.835704161519147,0.770700853430833,0.750256314180745,0.186537321501066,0.269360008925204,0.303970733027754,0.767767579430379,0,0.541535785646225,0.91925949070305,0.760139347624006,0.657081622316435,0.0939336822319117,0.379119166994477,0.213137431548019,0.54648486934858,0.678628838256918,0.695682018431247,0.712887157421024,0.290021578151245,0.470194426136143,0.37891523245234,0.317901243776547,0.538153908070992,0.498308869380847,0.601039241667636,0.882968838594561,0.896578555961042,0.875767881009909,0,0
"Myofibroblast",0.162555080046672,0.176062981840854,0.179712607662902,0.295196243515912,0.200430162256594,0.24033231748795,0.614867477181297,0.328866810524854,0.322680254749537,0.215102854380946,0.0755450459736756,0.110592639527017,0.0980980140673229,0.283684184899182,0,0.228150072242575,0.358041941321588,0.33183655098669,0.319920341300919,0.0268152297030357,0.143838963942666,0.067614685017642,0.159867153869955,0.389057119691511,0.172451824689648,0.367870694957216,0.116220608164432,0.197879900705415,0.190073715912017,0.193798763604875,0.267012456601324,0.180275423987963,0.265725767943991,0.245312876742455,0.255113396980048,0.471249289724973,0,0
"Dendritic_A",0.12397415020139,0.0790815525018842,0.367928881993893,0.233554698091841,0.291621635951587,0.0835189476930295,0.707604464710067,0.265028145508655,0.351053558855645,0.126909575506261,0.157774924110554,0.112184913577418,0.164555608818733,0.329634616387958,0,0.337874580836099,0.248958632326902,0.507500917883244,0.492370986014884,0.0437663706566003,0.157651464048641,0.127719194025178,0.197271702762271,0.505353387065436,0.167676809106064,0.598621572407489,0.504197466770817,0.255087270676389,0.412944253409269,0.853277645901766,0.6764519591659,0.550174163119572,0.344128006805825,0.162895547339482,0.202674751073013,0.647230716570092,0,0
"B",0,0.0395921322689307,0,0.102072633413213,0,0.038673059221122,0,0.0636401741513352,0,0.0507795581706386,0,0,0,0.0511040166598144,0,0.152620862138909,0.089018653061772,0.0502200814619189,0.0707805643079368,0,0,0,0,0.159133567859399,0,0,0,0,0.0681359181698219,0,0,0,0,0.0559388631611943,0,0.149652624575234,0,0
"Vascular-Endothelial_A",0.126376856220879,0.136255224843047,0.124477449311001,0.212876123299546,0.188082462877452,0.178262312421906,0.483783147605144,0.22690023457381,0.314616867513476,0.151852810599882,0.0464151949567528,0.0717528381711198,0.0530646799148694,0.221877564421359,0,0.2023513519201,0.268139194630336,0.242615778884191,0.220428770255195,0.0217513656563312,0.107535567190829,0.0448174103087459,0.114308383315623,0.356997523038419,0.122182468458939,0.339422217984962,0.112917558961827,0.144705229711427,0.118525281606125,0.18728734498131,0.217855833010267,0.170038769592421,0.186838029612188,0.187518568068916,0.179704118495656,0.391902620994934,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.174648379664323,0.322902063633779,0.143121687981843,0.586464008937093,0.199446357081764,0.522052951115016,0.739028043470674,0.5033561855197,0.446868986689718,0.449092609830554,0.087644416608068,0.146178462902929,0.127350900068118,0.496451505731671,0,0.400744943099404,0.533029092323424,0.429164696880202,0.446096831685133,0.0373118701426042,0.196444470309189,0.0951569907572836,0.23577483891132,0.459776457592301,0.287319825225099,0.427110131807162,0.133684514765427,0.260092316027963,0.275997674074557,0.23375285074764,0.313923072891477,0.231327868670386,0.313430162277188,0.534384642184505,0.340225609189429,0.641223799006071,0,0
"ATI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
