"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.0824183283262953,0.115141128057232,0,0.0724502348548257,0,0.0438222582414729,0,0,0,0.040589863303345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943826197682717,0,0.760484351883495,0,0,0,0,0.0869075013017139,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0.0223537652663012,0.0698731300886494,0,0.041798080955199,0,0.0241696006761121,0,0,0,0.0226818580243106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333034074659813,0,0.752124052095013,0,0,0,0,0.0827273514074728,0,0
"Lymphatic-Endothelial",0.196768739881997,0.245975205278192,0,0.399498840231441,0,0.32026442699433,0,0,0,0.25903513845224,0,0,0,0,0,0,0,0.466755052807106,0.104043838198855,0,0,0,0,0.752050398137029,0,0,0,0.162822112651342,0.156219707568269,0,1.0875695449359,0,0,0,0,0.304151949232367,0,0
"Macrophage",0.0935568950663804,0.18607797217395,0,0.119813919022324,0,0.0752807302822822,0,0,0,0.0617343100243736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163851063132578,0,0.782761485363665,0,0,0,0,0.196092136083598,0,0
"Fibroblast",1.08016941301189,1.53079682052315,0.745258754406754,1.28695832041582,0.397984872635349,1.59021158240029,0,0.598883877275147,1.10070039841725,1.1978675358093,0,0.468650593366581,0.553169491779843,0.453981452131168,0.86966522791547,0,0,1.55423721991226,1.41608736932866,0,0,0.393607337498275,0.451965381023421,1.29959606768159,0.531255145503923,0.737710030784398,0.37459535101682,1.01033302370854,0.30413388902057,0.977339226172257,1.74271860670191,0.315792613776516,0.342585982961771,0.785346421414068,0.392027720179262,1.72430228691325,0,0
"Basal",0.603321398100557,0.803923547427701,0.423996512926996,0.849120378521789,0.203120570339588,1.0129867612729,0,0.280896456859342,0.554731347656863,0.685326161898578,0,0.20272078674732,0.260357021583461,0.250757368788687,0.431139063358293,0,0,0.991089578163794,0.671612642216062,0,0,0.194668561227457,0.217715404866316,0.727551498306799,0.272505914637191,0.360969135353714,0.192386291268214,0.568295078708603,0.173271496919861,0.430652135764266,0.895609686732502,0.214045493119653,0.124160602486855,0.509758214170414,0.308712248676886,0.924991404749769,0,0
"Myofibroblast",0.501262596114521,0.667243846739619,0.56823935051796,0.559033093807581,0.232679026186539,0.696483258789662,0,0.297948750047552,0.602560152610738,0.491626869058865,0,0.262223110943741,0.277520162087297,0.215870945231804,0.457117475861043,0,0,0.904486290513579,0.652175123289378,0,0,0.177719094052392,0.226326556734061,0.540199017143785,0.220915795550465,0.412500833209711,0.19997518982569,0.631638236933576,0.142757525271897,0.437618617557547,0.920620469760407,0.14277594559981,0.128543570528176,0.465858864710212,0.278783762894653,0.845488933492369,0,0
"Dendritic_A",0.00867622421951855,0.0189275711770593,0,0.0142389762314645,0,0.00579099611417419,0,0,0,0.0040698415927778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161703927268079,0,0.174940596466282,0,0,0,0,0.00869946435269691,0,0
