"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0.0604276616709578,0,0.0643808971838236,0,0.0513399484899391,0,0,0,0.0545389632133135,0,0,0,0,0,0,0,0,0,0,0,0.115764789167106,0,0,0,0.455816932987239,0,0,0.0564332270735525,0,0,0,0,0,0,0.0454813985215461,0,0
"Macrophage_Alveolar",0,0.102808816414612,0,0.129724168809352,0,0.0720692986120773,0,0,0,0.149816363125881,0,0,0,0,0,0,0,0,0,0,0,0.38760600316747,0,0,0,0.264598990319178,0,0,0.147381419773255,0,0,0,0,0,0,0.129474934128231,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0.0463504011709028,0,0.0547003829889259,0,0.0303692123479064,0,0,0,0.0627372607155372,0,0,0,0,0,0,0,0,0,0,0,0.200829790246697,0,0,0,0.278652567645103,0,0,0.0403587492747949,0,0,0,0,0,0,0.0933434114151167,0,0
"Lymphatic-Endothelial",0,0.16392441470375,0,0.199164538808157,0,0.162649882465281,0,0,0,0.179365245217816,0,0,0,0.370814123651472,0,0,0,0,0,0,0,0.250427605027663,0,0,0,0.335374666480577,0,0,0.128614809724981,0,0,0,0,0,0,0.468974493925645,0,0
"Macrophage",0,0.130539517465975,0,0.152833086352155,0,0.0918769422201942,0,0,0,0.148221669144586,0,0,0,0,0,0,0,0,0,0,0,0.325367878689807,0,0,0,0.310816825404784,0,0,0.193599254858861,0,0,0,0,0,0,0.218851080589915,0,0
"Fibroblast",0.433363521640404,0.622986349850994,0.203252749378381,0.611575003300539,0.326646353339156,0.607815111302078,0.982534759430919,0.294174715640464,0.630511074094683,0.537025027662539,0,0.0884970641089612,0,0.784374933323814,0.641308950056017,0.186720184103655,0.292518129725659,0.674700346670279,0.598653361727562,0.144929001895201,0.253617547205438,0.360951708538371,0.187853031529166,0.660051284443472,0.482347466778579,0.708969119249448,0.2679528893064,0,0.286932780319774,0.474066560214609,0.401219505096319,0.56597109621193,0.258535394640043,0.360038023621403,0.600266821289406,1.15815858620529,0.711414083448023,0
"Basal",0.471648682380718,0.637774987601511,0.207277794281195,0.690987890832656,0.31981519820265,0.774827603853428,0.795410231654425,0.245185313360692,0.43464908738616,0.609267697255146,0,0.0698495062683885,0,0.747955211967993,0.617843904288241,0.152370659996898,0.225638046450812,0.745892289945689,0.522201032280697,0.14996287683147,0.206010454591646,0.351636850453479,0.171955305984424,0.523849637341798,0.505832174761968,0.60986508226547,0.230440387641398,0,0.276186498675551,0.453295300229565,0.288354537286143,0.467757139866732,0.214203247228974,0.331983213836563,0.694828871112688,1.05314556344761,0.599663499139886,0
"Myofibroblast",0.189165288733973,0.281019759307144,0.177690579937109,0.299117752874505,0.218181629325454,0.273103844973621,0.766221160387258,0.149302117703397,0.325382185540966,0.237602324646459,0,0.0573411131258146,0,0.368711638736079,0.328939657227215,0.094680253744181,0.137393532578936,0.384726156955771,0.267834556643091,0.11010819692634,0.112380339339134,0.217443281303801,0.0759257091456509,0.24896332751116,0.183547733533378,0.41144053309745,0.141510246987164,0,0.150569720492286,0.203599403143366,0.202195924230938,0.237485655970426,0.091439953972786,0.140836089034525,0.441262610865166,0.589438816803702,0.472374296851862,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0.0333493083701022,0,0.0349955924870879,0,0.0279735431903809,0,0,0,0.0380866993050153,0,0,0,0,0,0,0,0,0,0,0,0.194366789293636,0,0,0,0.153364451677539,0,0,0.0311705258624266,0,0,0,0,0,0,0.0460159512772183,0,0
"Vascular-Endothelial_A",0.100426969234258,0.151214291778693,0.101651833258415,0.214923382196259,0.175694076492055,0.146424168188694,0.612428519854241,0.110499734835941,0.336872962504767,0.139245302981061,0,0.0413922467001684,0,0.258597849012317,0.243612460143109,0.0894904158926086,0.0931730493041766,0.253245677081203,0.151898566087432,0.12160968632962,0.0562205062532545,0.129655470952582,0.0315889986023013,0.180842302768177,0.0867347258974467,0.296601693408792,0.101187069624459,0,0.0673184759050514,0.120461395468342,0.121454787951104,0.159516514593617,0.0422820176920221,0.0828794281429399,0.380505784464297,0.408500560647831,0.413839733735756,0
"T",0,0.0538780632065521,0,0.0607225126174454,0,0.0424651844460072,0,0,0,0.0572994919533805,0,0,0,0,0,0,0,0,0,0,0,0.215885114317996,0,0,0,0.15438160789385,0,0,0.191545645241777,0,0,0,0,0,0,0.0722658236576103,0,0
"ATII",0.204000505052877,0.279456510708933,0.0996730676309999,0.489377945571967,0.151359903355795,0.375454784196383,0.655519375342673,0.121434381852847,0.306255845633854,0.422789066768481,0,0.0454682668608857,0,0.476150906761061,0.387855980305992,0.0824365357697269,0.113502295534831,0.387542991836713,0.309454106181424,0.0908082539386153,0.0876806267841404,0.249628990877891,0.0635574134323092,0.270236951462238,0.171608421536436,0.381445770986591,0.114228988067473,0,0.164579966085859,0.296020802940079,0.171770169096206,0.226872934195366,0.144910712315002,0.140692815215185,0.359759301056344,0.707138579192543,0.408373100518508,0
"ATI",0.230975519386712,0.215762260713397,0.212458365112773,0.495076205339072,0.143885115606283,0.288925455089037,0.591089683618022,0.108645578838486,0.275711399186612,0.429408288565799,0,0.0392205391784953,0,0.555556986141193,0.366301051599936,0.0824300993009141,0.102809289613594,0.355163257826628,0.248366182994696,0.0899614089164893,0.0928631251414201,0.310717203396045,0.121603666174269,0.227908177867192,0.120064668156715,0.336752368717975,0.147188708350679,0,0.192103990433619,0.290176950600351,0.193879631214732,0.295313862760089,0.154444752058927,0.0985140454500829,0.325396798803197,0.727757795649853,0.371989274603411,0
"Vascular-Endothelial_D",0.267247499124201,0.370103375462459,0.28540945716045,0.387550633084402,0.447690900658561,0.411126312037076,0.895627875125694,0.188660759639401,0.540752337002062,0.308677704543469,0,0.0865711640319739,0,0.581965470453643,0.442512668341643,0.137157888969183,0.26563186621339,0.585108867485535,0.358530045931206,0.145048873634634,0.155402581417229,0.347130374013492,0.144424101425557,0.394588353762025,0.262115474393141,0.590964006598054,0.228929069527815,0,0.178174232789967,0.32934425902999,0.315397872201871,0.312974669527349,0.148093256665022,0.192793080084306,0.597381570142078,0.827865514498712,0.848361570167264,0
"Vascular-Endothelial_C",0.125379392334782,0.17530585787747,0.143675531978735,0.291839430839283,0.160647666036615,0.199326973222557,0.560974680404617,0.12044086489023,0.326413716575245,0.183522393789397,0,0.0451760247823576,0,0.396030812329125,0.301504454795153,0.114465075443148,0.104635473359521,0.292811322538173,0.2089284290976,0.114117729755488,0.07666453898284,0.185378793681023,0.089045209320447,0.236231940888571,0.124021399606222,0.308766491997792,0.126258390873249,0,0.102099075110222,0.165331416997085,0.168054585371276,0.221488030975545,0.0737054890135634,0.121382239699705,0.369038947240727,0.600692861005051,0.455092746118004,0
"Ciliated",0.164129271485275,0.161802782566504,0.158496520800131,0.486434902723441,0.100293074411508,0.256434083090532,0.57965571427839,0.0868726699793546,0.244076014252447,0.349231367642554,0,0.0345987257014498,0,0.372620088284358,0.320830342327474,0.0592949320109278,0.0791243569902124,0.353414559935494,0.184807823629133,0.0877271790655603,0.0380833506679709,0.218961690191812,0.0976191118879694,0.186466977379844,0.0936396651098168,0.263120965302699,0.123471318439748,0,0.117061830864641,0.255772237170095,0.149403293722414,0.212909916849721,0.13091609539192,0.082230830242124,0.269979142211502,0.54778010110662,0.345074007884145,0
