"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0.0448873409031036,0,0.0676235316084682,0,0.0293672686364283,0,0.118883095718071,0,0.0370447542140085,0,0,0,0.144148173709866,0,0,0,0,0,0,0,0,0,0.0796763057811236,0,0,0,0,0,0,0,0,0,0.110801438354412,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0.0429230603132859,0,0.070599345277687,0,0.025471069532104,0,0.105696979902477,0,0.0339048124043353,0,0,0,0.0873080385961819,0,0,0,0,0,0,0,0,0,0.0620948180269989,0,0,0,0,0,0,0,0,0,0.0932199506002869,0,0,0,0
"Lymphatic-Endothelial",0,0.192312089177763,0,0.416000830917802,0,0.216203216391572,0,0.308418232300378,0,0.190153418501207,0,0,0,1.03430390838225,0,0,0,0.273001648637333,0.0966684948737973,0,0.0728218217252998,0.0310561656416091,0,0.181275957294688,0,0,0,0,0,0,0,0,0,0.428487759177323,0,0.52488674991303,0,0
"Macrophage",0,0.107387597405853,0,0.180141907072523,0,0.0686200735496724,0,0.32255625552489,0,0.0757762070478378,0,0,0,0.398351489500277,0,0,0,0,0,0,0,0,0,0.193571541837608,0,0,0,0,0,0,0,0,0,0.286946939557472,0,0,0,0
"Fibroblast",0.603086404581382,0.653764405212786,0.254348110190671,0.94174950722661,0.5919436045173,0.759454681849137,1.24817973963222,0.735642953597055,0.934124939734371,1.04121104513032,0,0.286005487506216,0,0.897887111707739,0,0.398614823828224,0.311735699170853,1.10646603998655,1.0329933529571,0,0.986513773105398,0.304265358298077,0.28121261843042,0.890383072316753,0,0,0.409512759568259,1.70029218421661,0.33074006886762,0.380243868545,0.533638637459879,0.767517153929792,0.233091771374193,0.766313849978894,0.588088966336203,1.53934858117298,0.620242862705456,0.693327567510175
"Basal",0.565637150382981,0.637976972797349,0.308579022739723,1.03800681121233,0.547108138120021,0.905223861996651,0.962307537108794,0.701000769344238,0.622010340316012,0.994910216360424,0,0.218297518380108,0,0.918726900648858,0,0.321723816475269,0.230775684395577,1.16385419189385,0.867761264490521,0,0.828319903747532,0.344349367482174,0.241754521798984,0.722690490955904,0,0,0.379838819701501,1.28353515990968,0.291549893589751,0.302474643103677,0.400929670618492,0.67372905940635,0.168945799948962,0.787218135414332,0.657739321077623,1.28686356275769,0.500851823997242,0.521552535853669
"Myofibroblast",0.523348133974601,0.548547683509371,0.351442052826524,0.710282661425962,0.624798394104909,0.639998666065604,1.30418862937398,0.610390283017845,0.663395843246625,0.7861499529143,0,0.284518674358812,0,0.711770678295604,0,0.342086940655617,0.251899635003828,1.06161317155157,0.825232504147523,0,0.912083158447223,0.242328218602429,0.246671470200202,0.644732531637049,0,0,0.384616824168151,1.5913389176991,0.289452338505697,0.303015657349037,0.455975498706925,0.55066348071484,0.165826013548216,0.622190766831392,0.587556434847378,1.21556024531353,0.541298469038471,0.621132814843709
"Dendritic_A",0,0.010963155875456,0,0.0284420323309784,0,0.0070432529028095,0,0.0239158468038898,0,0.00862597941826697,0,0,0,0.0322475907219613,0,0,0,0,0,0,0,0,0,0.0162388981481472,0,0,0,0,0,0,0,0,0,0.0299406851316486,0,0,0,0
"B",0,0.0319025484314208,0,0.0409409629139169,0,0.0255432468219315,0,0.0401349140734929,0,0.0268276810395509,0,0,0,0.0370044222668198,0,0,0,0,0,0,0,0,0,0.0332291132339529,0,0,0,0,0,0,0,0,0,0.0573619554116682,0,0,0,0
"Vascular-Endothelial_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991076822727026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759853825501091,0,0
"T",0,0.0820391738079745,0,0.101892236073438,0,0.0618581742342756,0,0.193084124529554,0,0.0543314193334051,0,0,0,0.136062537111169,0,0,0,0,0,0,0,0,0,0.0856872270149377,0,0,0,0,0,0,0,0,0,0.218062152889807,0,0,0,0
"ATII",0.392689112518787,0.507379176390699,0.216002923159492,0.828515459241317,0.470965357056052,0.686107715298527,1.18239652199231,0.589280950952176,0.658372398404637,0.828564743435738,0,0.2407844128468,0,0.776551395892314,0,0.317494056600443,0.226254216943178,0.92384743367393,0.832415754704031,0,0.851341197305444,0.270814862178193,0.235198393993005,0.650451526249831,0,0,0.340668932926308,1.39222029248271,0.256594852001204,0.32022531493098,0.427301672427528,0.57998363807667,0.144323817517839,0.714713772745303,0.50429044105373,1.22521838720879,0.493138732460796,0.511200755107386
"ATI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
