"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0.106111494737838,0.0485082901232308,0,0.0493056697408913,0,0.0111972867068914,0,0.0148265623668034,0,0.0848277858177511,0,0.124412185781356,0,0.017846119486271,0,0,0,0,0.00186034759696616,0.0550064284173322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388069442477138,0,0
"Macrophage_Alveolar",0.879294027329756,0.368729891565812,0,0.334319883361604,0,0.172234750922233,0,0.320464511328445,0,0.543475075448365,0,0.821148821662393,0,0.363086365435056,0,0,0,0,0.3328018165218,0.407644344154724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265909225451355,0,0
"NK",0.258246544774015,0.366695253353378,0,0.26249348471787,0,0.173573924305204,0,0.182042234178332,0,0.301447709581783,0,0.469994754546398,0,0.150738960335953,0,0,0,0,0.150547501317401,0.220788826545567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236693160682772,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.632541029388846,0.308210671690093,0.933819203321573,0.487439964283742,0.170972082458323,0.294151134533247,0,0.166646535729563,0,0.414309003615203,0,0.390850272644509,0,0.285007327117854,0,0,0,0.209628742297718,0.253781952467381,0.279801060862071,0,0,0,0.0350846394880571,0,0,0,0,0,0,0,0,0,0,0,0.212101559598955,0,0
"Macrophage",0.481731546621626,0.24337252564796,0,0.229855411763394,0,0.0826937752666234,0,0.163767803931129,0,0.376294803300132,0,0.367331927079583,0,0.20638965803774,0,0,0,0,0.0929046549940342,0.200758109405926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145616690738719,0,0
"Fibroblast",0.339202872091987,0.318728117486335,0.251624738343251,0.425966548753293,0.342940101231688,0.315149380433956,0.809172416919947,0.141061440306617,0.608952800892872,0.308610134604879,0,0.158128306510102,0.151393976906142,0.372126036934731,0,0,0.336177392276052,0.394995800099062,0.408571163416433,0.294701194742971,0,0,0.220677227032264,0.333936670865323,0,0.283599130013019,0,0,0.0510625036977103,0,0.301151164846305,0.297763302538413,0,0.266765404288768,0,0.27594201544592,0,0
"Basal",0.756563491131884,0.638636075839859,0.627233293967317,0.809390944553601,0.565805952744505,0.78049654969343,0.920770221299286,0.259117022280959,0.665905913532261,0.533398507192157,0,0.272539825624173,0.267880810364808,0.582345661190339,0,0,0.438887267343857,0.796400388893987,0.674606299109962,0.592170938989388,0,0,0.407056160566129,0.467979242032003,0,0.410064958981226,0,0,0.073112341663725,0,0.359784263881598,0.368222343108514,0,0.48603473785802,0,0.453636542407208,0,0
"Myofibroblast",0.0400030993367909,0.0140098247063513,0,0.0156798298205389,0,0.00421373978672826,0,0.00408976254770663,0,0.0283795107095162,0,0.0195861100234118,0,0.00518354872657118,0,0,0,0,0.00155684482659714,0.00966161312215475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177776522585331,0,0
"Dendritic_A",0.0961518002465684,0.0248474395077341,0.36283098042857,0.0847335042863423,0.0191124174931733,0.0145239424772056,0,0.0069315918700655,0,0.0513713070475456,0,0.063096034559856,0,0.0449629752243891,0,0,0,0.0301571774472863,0.039266487859639,0.0567863117556882,0,0,0,0.00415947043910747,0,0,0,0,0,0,0,0,0,0,0,0.02259029043937,0,0
