"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0.0529977155942078,0.136101392227959,0,0.259734313009679,0,0.140041395857774,0,0.0408693166261286,0,0.204571293676912,0,0,0,0,0,0,0,0.185530499646544,0.0906608574292684,0,0,0.052817340090899,0,0.0457801792731526,0,0,0,0,0,0.164950903184549,0,0,0.264869822762986,0,0,0,0,0
"Macrophage_Alveolar",0,0.0854067663366694,0,0.0452100286878011,0,0.0322919817926896,0,0,0,0.129558571900486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0.0846216977435268,0,0.0573124475577188,0,0.0452483563215446,0,0,0,0.0910518648427929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.0845799751564598,0.214732290322318,0,0.414822288068045,0,0.247252204055378,0,0.0407147667730767,0,0.34933850723222,0,0,0,0,0,0,0,0.184989575160862,0.0753704063624964,0,0,0.0526009702966263,0,0.052165655030551,0,0,0,0,0,0.164590286860762,0,0,0.264328898277305,0,0,0,0,0
"Macrophage",0,0.0679270935940953,0,0.0479518191308272,0,0.0389484021322338,0,0,0,0.0652011430300477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.656464202300506,0.602283801855371,0.222231919286889,0.994921261082664,0.162772198099503,0.621027692668643,1.11849435328757,0.351334304282102,1.05976158101093,0.608355937377481,0,0.673208164547572,0,0.687050192989502,0.392400007697278,0.201678895972581,0.211952596272573,0.802167365766966,0.715679273100761,0.173670613299013,0,0.362609797455723,0.233119877684805,0.897307606154984,0.767714485295388,0.460779636620438,0.226904782773128,0.340239899683315,0.40409010632343,0.670822989121896,0,0.631567824143071,0.505388859692486,0.623797465409658,0.848636963222504,0.547339172407585,0,0
"Basal",0.544533387277431,0.391872605059437,0.201531414419656,0.928641033051914,0.110439746226638,0.641223288310776,0.622198665468798,0.265686753096441,0.450220352624546,0.720598823451791,0,0.315428381779918,0,0.47640426327455,0.223096202952489,0.107729409703841,0.0847824148943685,0.634923082532871,0.464263097396997,0.0859463420679731,0,0.324032318478291,0.101711263754551,0.461506950537367,0.501934800536862,0.191860579662412,0.156744922847928,0.158915723440663,0.172475494370029,0.466537470958788,0,0.433691053621847,0.441939629511957,0.314600726750238,0.561171262733563,0.32835508031385,0,0
"Myofibroblast",0.444172929721353,0.346963913224595,0.225151002793205,0.62603969240255,0.14739080802213,0.391245394907007,0.968626710459819,0.231947004708385,0.562304273769152,0.39738334215293,0,0.49016188954604,0,0.513427094975192,0.275620477113052,0.116567077409972,0.116216411470451,0.615581000260999,0.444727740376149,0.103127890330458,0,0.237781389196122,0.137830307217535,0.473270904212812,0.495032982322829,0.286469221766196,0.158689433888534,0.231933304148188,0.23203640829364,0.413759275359183,0,0.379605952812135,0.304094521942989,0.346758492466847,0.598213221022092,0.391408246911124,0,0
"Dendritic_A",0,0.0216872623396584,0,0.0189384177173079,0,0.0120781559394413,0,0,0,0.0251346454210505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
