"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0.0759593614144975,0,0.174441921774691,0,0.0573053810441963,0,0.269450839020621,0,0.149604431598995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0.105274573370475,0,0.247928072687063,0,0.148546664990868,0,0.141672938027482,0,0.145265453644449,0,0,0,0.369472945547661,0,0,0,0.229182419140654,0,0,0,0,0,0.288137619122835,0,0,0.764587590040537,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0.0581468062105661,0,0.159598125771415,0,0.0445821273271025,0,0.247185145015707,0,0.115509116224902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.14067980533522,0.235975030851424,0.0847253189546266,0.353392723356223,0.103851378583179,0.237337114961002,0.452999722275849,0.372902497321288,0.374067275627835,0.231011177276219,0,0.0662123072629628,0,0.368273532402156,0.191262419196477,0,0.209164920652762,0.396787010700696,0.202617493022939,0.0953906275611961,0.0770537370545157,0.0348087311274484,0,0.343909265032962,0,0.197825872490706,0.399422899964343,0.0573800550273977,0.162563643195355,0.233436678801667,0.13172939116192,0.24093174425836,0.139868703585759,0.107606607695988,0.270498424660348,0.341829844619001,0.513594649859439,0
"Basal",0.377934148933828,0.601857231723045,0.2587741252659,0.837950843482268,0.162322117938856,0.788197121588066,0.503300252658643,0.636524878526303,0.433980425419014,0.533825138337375,0,0.119394359449602,0,0.699266736625262,0.300636953180094,0,0.376982156271548,0.884896747944252,0.333269145585443,0.23917123974764,0.159124835643742,0.0894188649954256,0,0.512535658264756,0,0.347019662604496,0.80797909108544,0.10069753989704,0.324183877993973,0.451262721945877,0.260118735666351,0.498627082605867,0.246146469286506,0.177165718710207,0.412927007604831,0.501485104695361,0.731408193932851,0
"Myofibroblast",0.117358776902607,0.170525361979341,0.116871181201219,0.226858644571534,0.121665341575896,0.168321966894652,0.521698868613961,0.301148218488201,0.271576559692177,0.155511926041301,0,0.0613100150762178,0,0.270261341225473,0.173522424579081,0,0.161077212017255,0.37903090249657,0.172062791631096,0.079812342098944,0.0687512417079948,0.0261737068210578,0,0.260939391965152,0,0.174849870557879,0.308452951332718,0.0490726724380103,0.145182348758421,0.190261557269714,0.115136783228667,0.181060623944045,0.103603604017965,0.0905948206547121,0.293324510678596,0.282575598831376,0.460633167446911,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0.138102162854078,0.235044248488325,0.107891976214323,0.298780276242019,0.149000912644812,0.236861772395548,0.528132803086254,0.364460285850267,0.36205703586104,0.199609144275939,0,0.0646461292470363,0,0.311780227074675,0.202663753363765,0,0.184874695954853,0.413745587078516,0.178991644139719,0.110511675924535,0.0861823480454115,0.0281318607908861,0,0.365206882460569,0,0.216876560956141,0.387006394141333,0.0549545607970141,0.170836399237566,0.219104929701604,0.120766475891923,0.212137740931935,0.101200451214039,0.111716287539391,0.317493228677499,0.318919023382516,0.506403405494847,0
"T",0,0.0528843019809997,0,0.0867644231565105,0,0.0437301656005922,0,0.148068685864666,0,0.0640245225718598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.152351123914721,0.282540308182098,0.175406234862142,0.562716739317233,0.0998039967922939,0.42846277826643,0.494626981467367,0.371469553796279,0.306721690287461,0.320849295744248,0,0.0686550893921303,0,0.473924817464552,0.17800643803634,0,0.191467212332325,0.496667417848594,0.196349229937011,0.0964674906095539,0.0827196823767631,0.0643334152037418,0,0.33839477397739,0,0.19586179005519,0.638451490248908,0.0569679601443693,0.210264605927483,0.256592811930847,0.216943608346279,0.337870754312857,0.161040177837265,0.113872384895649,0.261388412867786,0.31647400945228,0.478234858674618,0
