"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0.0628804583790274,0,0.0915053992053103,0,0.0630201966314096,0,0,0,0.0481163765923516,0,0,0,0.068904326637805,0.0954792567775051,0,0,0,0,0.122295227961423,0,0,0,0,0,0,0.369670102283398,0,0,0,0,0.54419787127934,0,0,0,0,0,0
"Macrophage_Alveolar",0,0.0813218593869963,0,0.1555198975435,0,0.0763323641751982,0,0,0,0.0863564291748303,0,0,0,0.223080418966786,0.103969462651673,0,0,0,0,0.15760140501951,0,0,0,0,0,0,0.195692000476724,0,0,0,0,0.246813179648444,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0.159809882578145,0,0.233149923727719,0,0.127826130433998,0,0,0,0.150153761685316,0,0,0,0.187491984874124,0.162127020996073,0,0,0,0,0.21575896336391,0,0,0,0,0,0,0.312007117165524,0,0,0,0,0.486534886161467,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0.109601076180157,0,0.162252085012759,0,0.122372801409298,0,0,0,0.100628336659631,0,0,0,0.112980224338124,0.110527931547328,0,0,0,0,0.131980708494463,0,0,0,0,0,0,0.180130910970007,0,0.318798270092979,0,0,0.714920501905962,0,0,0,0.28558963296724,0,0
"Macrophage",0,0.0857888642960835,0,0.20311824232824,0,0.0886457428453608,0,0,0,0.0851768912359168,0,0,0,0.289378222469664,0.088569430397597,0,0,0,0,0.152927761239001,0,0,0,0,0,0,0.135368792502706,0,0,0,0,0.309896561498648,0,0,0,0,0,0
"Fibroblast",0.399816306158984,0.405572494852485,0.335327042754302,0.729251749935164,0.357657839425631,0.62342398615438,0.853393383838937,0.530904664519956,0.808738970119821,0.647145737963865,0.162341790352353,0.33181409476078,0.417415662967249,0.734111040217824,0.715800384624125,0.353045151403794,0.459520201654031,0.668748182015206,0.710614231844979,0.357391537468543,0.074640453783873,0.0975966354153528,0.326952225620338,0.540569699931501,0.205816633598766,0.398038057131924,0.617726182424791,0.579570735504231,0.486796258007494,0.40056439873054,0.228622173873934,0.674190108480849,0.332671897717321,0.626548179658811,0.491277318707275,1.14949578533393,0,0
"Basal",0.653813492047534,0.570047062048857,0.598684368313883,1.04755275697061,0.474915099184752,1.10150799161088,0.892034516908724,0.639891867315714,0.738880073209183,0.966597408052448,0.167609105564792,0.353074034639945,0.656713597968404,0.882482020718353,0.889026551453777,0.397087788128911,0.495223712158942,0.976399722758661,0.845593622292938,0.513318299514943,0.118685710737791,0.153400475341876,0.43805231938409,0.589644398809563,0.314576219658412,0.438729345836559,0.833041718276659,0.600444344689543,0.621192221662728,0.522216863405964,0.290304455076139,0.912343866633555,0.361685852189754,0.822607168653667,0.755265449521337,1.293506880777,0,0
"Myofibroblast",0.209388995275009,0.200652612375827,0.297011835993795,0.437261921508258,0.240913721366632,0.314097551312805,0.619511610141195,0.291319938962137,0.354005835697537,0.321331265694865,0.0723330081084446,0.200893806846167,0.199211948948989,0.418930832652527,0.423030475276592,0.166789819113028,0.207758394256462,0.465944258929507,0.406525926329286,0.245312490164427,0.0372154803240773,0.0553174688698079,0.147186732789813,0.264928672277365,0.084264029780324,0.204251562169564,0.354778278364694,0.327657005078735,0.315660659367781,0.189168566002815,0.121358455922614,0.346711086651978,0.15811121859796,0.267599670606366,0.297468739722237,0.725863774967774,0,0
"Dendritic_A",0,0.0103948696417293,0,0.0352721345330691,0,0.0117873163654034,0,0,0,0.0120335383171835,0,0,0,0.0245063083444555,0.0184818160766583,0,0,0,0,0.0591591493180703,0,0,0,0,0,0,0.0390419292366618,0,0,0,0,0.0729133891764819,0,0,0,0,0,0
