"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.52509175020425,0.199856513473951,0,0.0640889257729378,0.247344539518415,0,0,0.765420814555185,0.81899482749938,0,0,0,0.491230074672907,0.382322607323692,0,0,0,0,0.406902719841074,0.27541519992546,0.164825794924592,0.296870030265552,0.362596642264672,0,0.0566910210727465,0,0,0,0,0.081842859618776,0,0.045645811150989,0,0,0,0,0
"ATII",0,0.314418660963993,0.148599577222929,0,0.0466732918274465,0.202281693621019,0,0,0.376042386786562,0.449395788066639,0,0,0,0.400653208395865,0.277540419218492,0,0,0,0,0.176078752897434,0.121339094725705,0.108999634514959,0.179277553727712,0.281016561241561,0,0.0383104430359259,0,0,0,0,0.0409678971286066,0,0.0258245535591566,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,1.09332749797822,0.820294562430933,0,0,0.870089972552891,0,0,1.06587958837874,1.30381072505195,0,0,0,0.621505749828469,1.1148971729786,0,0,0,0,0.181089252246205,0.0479875388046407,0.119086498338554,0.476263745211452,0.781688732812572,0,0.0986858047874524,0,0,0,0,0.0482937154061547,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.353272356715243,0.173752311100781,0,0.0422062792658424,0.183899710485113,0,0,0.374421981672864,0.560003208278471,0,0,0,0.364202056431746,0.250938290388562,0,0,0,0,0.329796637005005,0.201245761071496,0.153275783020058,0.186513813786109,0.254869490265194,0,0.0831798033538125,0,0,0,0,0.0687660433016549,0,0.0230254400590156,0,0,0,0,0
"Club",0,0.229177373814637,0.114607574546568,0,0.0353426242686594,0.168289690944658,0,0,0.381638412457936,0.35696589844613,0,0,0,0.332669203043142,0.209556413865768,0,0,0,0,0.119488090110448,0.0791777200592418,0.0750076318385971,0.150063575100794,0.224363223447625,0,0.0269797754771388,0,0,0,0,0.0183065620110322,0,0.0144938860003694,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.466057469760647,0.430948320155258,0,0,0.664135743808853,0,0,0.512034531805856,0.663654302255928,0,0,0,0.771812240445301,0.723227839226958,0,0,0,0,0.224498168801386,0.238472638020349,0,0,0.568497097475092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0,0.35859272676536,0.34972704290683,0,0,0.24806100906658,0,0,0.512491273274852,0.998619299612221,0,0,0,0.26501774298698,0.282567849670113,0,0,0,0,0.569898329514308,0.236649978128055,0.204603724896095,0.143427567561528,0.257504331294117,0,0.185403072142117,0,0,0,0,0.13797522331266,0,0,0,0,0,0,0
