"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.337737518776475,0.618298104427957,0,0.168661228601484,0.503402727596597,0,0,0.493853109564115,0.388865263914171,0,0,0,0.434188912031853,0.401935937662272,0,0,0.131523254270847,0,0.345976486990178,0.0343289826062675,0.0847744736083341,0,0.335419939579124,0,0.0692992622775118,0,0,0,0,0,0.0733120650983832,0.0341809910444259,0,0,0,0,0
"ATII",0,0.258591939805075,0.638324071031279,0,0.107453813458816,0.52086597989713,0,0,0.444170581852716,0.513603265831152,0,0,0,0.324408836724198,0.409475689479935,0,0,0.127876784892199,0,0.277347143994703,0.0180049995322392,0.115251739410162,0,0.254360307736022,0,0.0871419933246168,0,0,0,0,0,0.0412711554571763,0.0178377047232008,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.579761299157766,1.09442781863578,0,0.155645404879809,1.06295070086314,0,0,0.622267471491648,1.03631614228416,0,0,0,0.326437663962737,0.696477157341728,0,0,0.455689084206043,0,0.261300420359815,0.139807701296158,0.0978671957763011,0,0.445780919131862,0,0.0673461126055316,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.2581853314133,0.634628369552374,0,0.100958327254156,0.499150114952856,0,0,0.394120924344648,0.458669848061191,0,0,0,0.302657767530352,0.381201311644863,0,0,0.118171846818834,0,0.343826908164107,0.0170898042876713,0.0925253420215926,0,0.237162711425208,0,0.0666643756228911,0,0,0,0,0,0.0390198724566248,0.0169358930633561,0,0,0,0,0
"Club",0,0.212424253836967,0.622686729751064,0,0.104126492479049,0.572300469112256,0,0,0.518804836395791,0.416626066340865,0,0,0,0.340856398101639,0.418550074853069,0,0,0.132918455557298,0,0.31574609797786,0.023046670197338,0.0643120020594925,0,0.284610331726615,0,0.0468182849029108,0,0,0,0,0,0.0513544967873741,0.0228793753882997,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
