"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.462554755568728,0.304667938087035,0,0.193454244879682,0.309617576451019,0.676318948479542,0.565180552899422,0.671286065102023,0.195986844790529,0.125861316049076,0,0,0.358047725694029,0.514859979078564,0.170937847765124,0.0541089223094405,0.196720228419223,0.435292638618528,0.151786889699476,0.359815785322323,0.146124117982662,0.607367531684061,0.461882309531817,0.252060803913261,0,0.0583405346188083,0.205054859552539,0.14004990078856,0.0578338161775011,0.0521111704142432,0.113188901070518,0.19459975489083,0.0472376727128693,0.0736888260716166,0,0.190797479045883
"ATII",0.475510462747052,0.312822219819989,0,0.240502336917196,0.229888837688501,0.586076556339902,0.559671305155394,0.682211063322739,0.268312801542385,0.126485502177148,0,0,0.381060842054017,0.550430613984327,0.206742834305472,0.0873741155655015,0.151263117930361,0.406933033799777,0.147896418755827,0.422995322869674,0.0784394998296177,0.599809596300563,0.425382664129011,0.269145792806227,0,0.0969412390475504,0.216008638311497,0.142524771882651,0.0574811037832278,0.0510120259638928,0.112160163505734,0.19629357071127,0,0.0754041584461409,0,0.147011562849721
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.708026470232467,0.565738255083515,0,0.208592904878535,0.64942426854496,0.62222625231403,0.560196858853426,0.665378872208237,0.280317040965699,0,0,0,0.374430950900176,1.12357712160398,0.184712625492138,0.175818108445499,0.293332344353755,0.342060276593187,0,0.237988691453521,0.21976049210541,0.529397979292357,0.39422678587105,0.250829678738265,0,0.189570848450944,0,0,0,0,0,0.256916983144484,0,0.211033885627914,0,0
"Ciliated",0.241082613259275,0.156871767255715,0,0.139891487985036,0.202015113242959,0.257372072775009,0.255973469092557,0.441693407738725,0.165477115440209,0.0509043245136386,0,0,0.252382468455689,0.375471489886905,0.108832745582249,0.0644758618308141,0.0846018712898906,0.228597563711043,0.0378711990213542,0.242322697571978,0.0719776385245678,0.445509447107413,0.2994482934736,0.182151791892391,0,0.073277615434299,0.13326560975724,0.0656604526427016,0.0201514467359008,0.0141998951421126,0.037725012935938,0.0823965788203624,0.00913145753268371,0.0366406570257809,0,0.0784422119416171
"Club",0.516565628541453,0.268142390565569,0,0.215526229248042,0.346841299719989,0.70055242339852,0.575721990516416,0.748182581388187,0.218389168277695,0.140170557441948,0,0,0.401588424951217,0.577800724513927,0.190072910770717,0.0601128818256465,0.219218210640567,0.483434615078622,0.168424001653027,0.309534001612166,0.163076333540784,0.73509019909907,0.571682369625037,0.282830848071027,0,0.0648964435666709,0.229693693576298,0.156209827147452,0.0643236314156279,0.0578545535962929,0.125845218770535,0.216821153608471,0.0523453822816963,0.0822466860785411,0,0.134188498060449
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
