"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.49079580445923,0.505204145809057,0,0.472038735556463,0,1.1635414953919,0.672699469033724,0.880485815245509,0,0.907354280567434,0,0.54831786256616,1.28467946957815,0,0,0,0.588889988221347,0.768162257827735,1.690922626366,0.345273310820507,0,1.53248066781409,0.504096385200654,0,0,0.604100060883455,0.483240093276603,0,0.173581787104522,0,0,0,0.433621298761505,0.480159407974302,0.59868886382896,0
"ATII",0.856235963227155,0.230980191869781,0,0.505387392208405,0,1.32967921377034,0.411355866508006,1.32819990363741,0,0.637337927473368,0,0.598215517801183,0.928615839619254,0,0,0,0.403886467167848,0.593225993451028,1.17957192107278,0.492177459776596,0,1.18306932330673,0.251278962027421,0,0,0.46849988590835,0.284456151143355,0,0.1089511368878,0,0,0,0.445779229040392,0.311491523262771,0.240151491536133,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0.862588831348687,0.287902629894332,0,0.334129167553776,0,0.86342061237633,0.38292787213229,0.750162955652997,0,0.55237762386723,0,0.419531043099132,0.8610472848671,0,0,0,0.374935906003113,0.43620921103487,0.945086499992257,0.320855910980281,0,0.926593773373454,0.232270904898242,0,0,0.382169347607361,0.26506001526058,0,0.101355164673007,0,0,0,0.279289657439204,0.286546342498533,0.305956842719336,0
"Club",0.859660924942097,0.318925025142095,0,0.182548782290833,0,0.805589415776518,0.424209126573353,0.498436811891296,0,0.444766062567659,0,0.367662270171864,0.848797324384746,0,0,0,0.413526412216858,0.392801247047952,0.918479809429192,0.22219208432558,0,0.836521173353741,0.1849657395047,0,0,0.346661969533919,0.294096096192365,0,0.112164451904137,0,0,0,0.157782627898098,0.319408121681779,0.340544964167968,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
