"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.456546704346687,0.728852269925881,0,0.0440731934130857,0.783410394773056,0.422761295793634,0.422691289507662,0.270340133954766,0.33697479614116,0.0891627784734761,0,0,0.412607553879827,0,0.125848540118554,0.164016319212385,0.117519821104554,0.396224626343814,0.249794328109374,0.259898314043196,0.24766175211744,0.370590138053718,0.156659921139632,0.538677481228774,0,0.105702791448536,0,0.352366828210743,0,0.0493396041742079,0.0506395253024427,0.396119954362942,0.169270951877414,0.158460650185896,0.153121933345405,0.0472706581914323
"ATII",0.34237096337646,0.726014093195208,0,0.0331669617834955,0.623037597617292,0.296229758498982,0.377895481777402,0.365721461679874,0.303992927324697,0.124989340670024,0,0,0.383151385316363,0,0.190513574599848,0.159928395081154,0.0995386753599451,0.334568494531564,0.12334619599532,0.344860600522922,0.213345822790179,0.349109084223781,0.220975756739423,0.46288166651997,0,0.161248884766152,0,0.331708082721739,0,0.0391202956873729,0,0.266284365990233,0.100459673958882,0.0874933165125539,0.139784541371342,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.650379305266962,1.42876212330659,0,0,0.742569048917956,0.577502750041829,1.00017938473093,0,0.0425673576342651,0,0,0,0.636739214686747,0,0,0,0.251114335720727,0.0496454848220101,0.0451032089656888,0,0.605445512624822,0.0528823483906223,0,0.937595688280321,0,0,0,0.903436072194625,0,0.219817095785978,0,0.646805620846566,0,0.0457739161295128,0,0
"Ciliated",0.310776937181265,0.565245689028367,0,0.0274006850605481,0.502088128866462,0.329059131091013,0.328986324553603,0.331851313174428,0.304315176157653,0.0947696274229041,0,0,0.336934675589715,0,0.155051922638342,0.20332693833596,0.0853497417706139,0.346082748323346,0.150184880122529,0.290825346927034,0.183826477845894,0.337787525670427,0.215478376918078,0.42787262363383,0,0.128128407991342,0,0.292719756982928,0,0.0328777522521152,0.0342296702254794,0.281021231356211,0.120735481685327,0.0918541009678102,0.122375938501099,0.0307260484300285
"Club",0.438659708016737,0.681835830697903,0,0.0509677157065478,0.739955641236185,0.484779142856379,0.484700005315715,0.245903719720994,0.362266589018167,0.103084395883962,0,0,0.472155154931625,0,0.14455525687405,0.187701441936641,0.13514018320605,0.418111255197481,0.262568910699175,0.298381473702808,0.284548838482388,0.387987293108227,0.167106266043307,0.590278319986774,0,0.121781801855769,0,0.402911098413948,0,0.0569210496104252,0.0583905256684297,0.326328051844366,0.107830918802891,0.0957180206643136,0.0517101643965938,0.054582241108157
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.388817948792471,0.770639227079039,0,0,0.666664479719651,0.400406203999449,0.781041902674502,0,0.232040090876716,0,0,0,0.805817339426433,0,0,0,0,0.193976198878672,0.206825343749979,0,0.210087555073344,0,0,0.704045670716779,0,0,0,0.330077176434408,0,0,0.23567844582317,0.219056116843132,0.237222200714229,0,0,0.218160336845915
"Goblet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.131539572764501,0,0,0,0.257104338971972,0,0,0,0.132344842927726,0,0,0,0,0,0,0,0,0.160657351678706,0.142488248253421,0,0,0.173604805953155,0,0.196429493801103,0,0,0,0,0,0,0,0.17882404801551,0,0.145171076908717,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",1.20702350791225,1.51395056536368,0,0,1.18206843832927,0.852024862223147,1.08751840547295,0.607879762500716,1.15631274338582,0.335867033169869,0,0,0.822790459183271,0,0.414899544257571,0.445544277971981,0.382998671911359,1.4692845544387,0.654706996088263,0.533587157061811,0.485277287511627,1.17358235888601,0.482821237119526,1.0897268641268,0,0.393571201292637,0,0.877262604768861,0,0,0.352058676176518,1.15704341631475,0.35316135824156,0.324024201008395,0,0.339545741192765
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0.382648157054727,0.603750433353242,0,0.0463504237009385,0.465528447967626,0.335813089597326,0.494658087192886,0.261253120748023,0.308982406189251,0.0940916991297676,0,0,0.494819553092817,0,0.0784878292636046,0.0897779943162819,0.132896073256505,0.313966718484746,0.201507626625734,0.299809276391237,0.225530960754154,0.284574196069567,0.119706942087133,0.571505101388433,0,0.116725401095639,0,0.42634513788367,0,0.0535570910582637,0.0553359304969007,0.380132790053208,0.189753148081345,0.103880416952743,0.181614753165038,0.0507259018186759
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
