"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.746272565869489,0.802299095131811,0,0.203443487812226,0,0.882621879555837,1.20580705555983,0.949587725437041,0.695980929029188,0.804421287789934,0.630676479810559,0.26988179434678,0.747807961277045,0.949111443597635,0.194588544050028,0.401589131063565,0.323429059775963,1.18744604250075,0.775030133480822,0.201576060304888,0,0.779776380870603,0.318239767299692,0.541700763699193,0,0.0886704662147373,0.193708351632448,0.398162528186783,0,0.0867026424157506,0.105300074695929,0.146426829614767,0.0920055482458588,0.38126214830604,0.300209272752487,0.093112254621438
"ATII",0.688692833975655,0.781229471729859,0,0.178339717654884,0,0.648468619021538,0.914957815870245,0.778374297700456,0.582695761418051,0.615937408815572,0.365617684772024,0.286017540975932,0.716248436981056,0.658624261663406,0.240958700410183,0.437078346913331,0.213337123332497,0.922141745043899,0.464599058184546,0.24981131761511,0,0.681366655789993,0.23470718893615,0.509077630524692,0,0.131601031126748,0.237061185091184,0.372636955098828,0,0.072191744099206,0.09321492841593,0.089511000454868,0.0781863332984588,0.245082182774769,0.261907188086145,0.0794373926795483
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0.402330143978858,0.442487845254793,0,0.0869834524829117,0,0.406377556408066,0.487580760776636,0.390491830041446,0.266444581481353,0.255301285987835,0.28211021447757,0.141071044480343,0.466225842623618,0.352850334580241,0.138161455039645,0.24150244206296,0.149469559904296,0.504376642640767,0.258956883746847,0.146305862868178,0,0.487245807516249,0.130495960053686,0.314173244563553,0,0.0760969431786751,0.134575740946166,0.227192367051549,0,0.0278718606914788,0.0472131902628648,0.0764082797031684,0.0333868827547913,0.147317084554674,0.125320981399881,0.0345378573853937
"Club",0.339055068270217,0.364986025652623,0,0.0826526662184173,0,0.482102222092251,0.482923832000109,0.317769044272278,0.209500447461333,0.280204836447747,0.220454130823034,0.0840933744728196,0.47703080838989,0.380289128634075,0.0726427297915839,0.159316464672353,0.144625065827548,0.416196442922943,0.228860337344805,0.0805416612101221,0,0.347186068406654,0.113060501547866,0.317703527651759,0,0.0265727148493925,0.0716477296673637,0.229106377944128,0,0.0243482183809727,0.0453714026976967,0.0635513645030503,0.0303428075802255,0.101082867076701,0.118376610931445,0.031593866961315
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0.247866099757716,0,0,0,0,0,0,0,0,0,0.312266311228338,0.305722488579393,0,0,0.413987135980964,0.304745597678341,0,0,0,0,0,0,0,0,0.364838729995349,0,0,0,0
