"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.49869968677878,0.24066017260188,0.165420651609678,0.188086829264814,0.54238413624718,0.227202612600134,0.474211009323322,0.824309259026099,0,0,0.526868990498597,0,0.844042277586356,0.511886731819557,0.0769736009338416,0,0.177422775812572,0.528970404000191,0.285993216722563,0,0.482952188723946,0.590238400746738,0.383399478162848,0.241202931783967,0,0.252558993351937,0,0.480980146794746,0,0,0,0.608550096106945,0.339751099759388,0.102734624313738,0,0.341813549723694
"ATII",0.299669486859413,0.113603838806949,0.0813660642808225,0.137064052163197,0.296319684086888,0.0451786385600025,0.333500499389471,0.453699776485077,0,0,0.29310990833777,0,0.495737356395235,0.314576581253335,0.0341980388079794,0,0.059518596207533,0.220863043020852,0.0806129582715243,0,0.387499161379719,0.468117433808528,0.186152586274713,0.219848586725512,0,0.119560087150272,0,0.385269896590188,0,0,0,0.325972029731895,0.16439322869366,0.0633191956722097,0,0.227951134683781
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.551046855673914,0.246705754556464,0,0,0.636115648346381,0.214723551681196,0.677108169853854,0.323679327994855,0,0,0,0,0.71932694506702,0.693868241115227,0,0,0.255950929917847,0.166773620943497,0.0903908753994679,0,1.13669684982402,0.305639690070709,0.2586777771688,0,0,0,0,0.778630770794263,0,0,0,0.77917382866941,0,0,0,0.45193786951885
"Ciliated",0,0,0,0,0.0173000729760668,0,0,0.0196171696044995,0,0,0,0,0.0144970057403781,0,0,0,0,0.0267520564443453,0.0078394678572195,0,0,0.0711891985650532,0.0561613864364422,0,0,0,0,0,0,0,0,0.0115435706137032,0,0,0,0
"Club",0.257445083426316,0.0882691967470906,0.0644763029075837,0.0900989385177371,0.314885554622519,0.134316780548969,0.310602923404895,0.465124164964399,0,0,0.289288644153065,0,0.591583120119813,0.272352177820238,0.02575315812136,0,0.0780439215717252,0.269457725088871,0.137290030247127,0,0.36216451931986,0.485321909915387,0.290750956087886,0.211403706038893,0,0.101720037594981,0,0.35993525453033,0,0,0,0.25779693368385,0.0775325812658108,0.0548743149855903,0,0.202616492623923
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.434797496022904,0.274695786802114,0,0,0.375965911670857,0.223524262201685,0.312789164782215,0.148253397007204,0,0,0.192356965368279,0,1.07990476842521,0.497054741936865,0,0,0.178611923817855,0.134431391428559,0.134068413232591,0,0,0,0.162880460303277,1.02700602376303,0,0.189597474367924,0,0.549874171011361,0,0,0,0.17047489885745,0.297344152565841,0,0,0
"Goblet",0,0,0,0.115769211477205,0.325291604838829,0,0.291983542314893,0.906432608096702,0,0,0,0,0.22024508777539,0,0,0,0,0.594893097117709,0.200664094001394,0,0,0.821158081997533,0.578787870348893,0,0,0.116084859585742,0,0,0,0,0,0.269952164684207,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0.220642245817036,0,0,0.130386214182049,0,0,0,0,0.185603905370929,0,0,0,0,0.148305183164303,0.102384681831446,0,0,0.42526836347552,0.172112894305529,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,0,0,0,0,0,0,0.0563156785334528,0,0,0,0,0,0,0,0,0,0.0766777118236869,0,0,0,0.156249453594439,0.174908830040825,0,0,0,0,0,0,0,0,0.0634799337279939,0,0,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
