"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.788898447740956,0.431403372460048,0.246259294463256,0.156049632982918,0.947396562741054,0.907327224149344,0.895268738337414,0.256242471188124,0.233197786113464,0,0.193767394047076,0,0.918954040595972,0.553670138331845,0.2952437213705,0.43630418112205,0.368467965945123,0.613860489378657,0.447664438654757,0.179022936463196,0,0.598528694455588,0.408145937994853,0.603152999577091,0,0.158261319238549,0.423587238019412,0.675186851051871,0.146000431968332,0.073265398624253,0,0.211483253883537,0.245724765683115,0.152110212666783,0.254915866062605,0.740517620282519
"ATII",0.787186831987416,0.370878431460625,0.240496697366319,0.118006459885757,1.02613671648629,0.780273284706493,0.843184557222667,0.283050126567384,0.231268064226647,0,0.206822674048801,0,0.805227718902674,0.509093036359177,0.317624999908979,0.469138226302465,0.328932795404262,0.500631800254048,0.217429793359421,0.225770862535052,0,0.53237274939269,0.405558598924232,0.565030183853803,0,0.185450111161862,0.391241537749111,0.588062282034709,0.106646493521443,0.0536230184408198,0,0.122833823636432,0.130171562729877,0.0578553905042574,0.200569552058808,0.452800494703939
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.2101919037404,0.860166350616155,0,0,1.7336225281729,1.02153839814145,1.28519509325085,0,0,0,0,0,0.890454470627807,1.03531385685349,0.0786794397923498,0.254809516515348,0.691069294953184,0.330269360875865,0,0,0,0.385344849601564,0.334143080177001,1.01624414951623,0,0,0.544288427248582,1.20848552094255,0,0,0,0.439649161354457,0,0,0.292788920876043,0.258751137131693
"Ciliated",0.566358982146492,0.270823870236157,0.156123326205258,0.073373799741088,0.697858634618739,0.512281779126899,0.551598672662595,0.195272481070238,0.14763298371676,0,0.193976524987321,0,0.600040927975226,0.278825348026005,0.277587707807188,0.367759040962436,0.249829956741208,0.442574366055118,0.163726337156707,0.160171629837396,0,0.50719223429147,0.359981446675322,0.449443482437881,0,0.123076538574062,0.307153999698469,0.435440869410507,0.0629226306859186,0.0317371052886499,0,0.131024765477732,0.12217702846872,0.0692768026123083,0.13173577286339,0.414467050849234
"Club",0.452647060586886,0.208664700608363,0.0240795786284177,0.0368995944596262,0.661970021453102,0.477169908915323,0.533290746366717,0.0804088944962845,0.0302510611350866,0,0.0795370634886749,0,0.454759298842462,0.346879305506915,0.151605655680309,0.138802857379417,0.207272497265065,0.208322684026373,0.0708270707186167,0.0628694157851583,0,0.275840297980279,0.180949929227162,0.402816453001541,0,0.0393997615312092,0.269581239609915,0.344741685756316,0.0255396280953117,0.0130695857277543,0,0.0995636876516304,0.0361025991358122,0.0324463367109527,0.046144040260355,0.229412641409068
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
