"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.0592375567288554,0.288070119606914,0,0,0.26290567298979,0,0,0.0596827577142725,0,0.195572881175959,0,0,0,0.240486026483536,0,0,0,0.0507940395689007,0.0519443101748933,0,0,0.0553380885425367,0.064823774014113,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.775018297081608,1.49454963083603,0.221297610069473,0.37214459050692,1.18841699401377,0.757588665068934,0.372517090710817,0.636673416850264,0.301307770954547,0.869109271732574,0,0,0.721324645129284,1.20528661202234,0.441330035573227,0.228619585579984,0.282563176956795,0.659718234216646,0.495088520112366,0.298100477670734,0.334731350617942,0.853815960117015,0.736636092101856,0,0,0.272780190990824,0,0,0.106134187835871,0,0,0.139218004806444,0,0.124099360478507,0.14183140297529,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.48770024863762,2.27893789910102,0,0.573020834867589,2.69227342774964,1.73887248362211,0.801409027629132,0.514543866137103,0,1.49442621523895,0,0,0.802841161729526,1.99709489040018,0,0,1.15422692369593,0.463910613924296,0.199302535212974,0,0.778908135123918,0.525409309925952,0.556487780582071,0,0,0,0,0,0,0,0,0.571180658791098,0,0,0,0
"Ciliated",0.31589085308,0.74394227162661,0.0401073170660987,0.128798907353587,0.571689264941631,0.235023837180594,0.224944123052074,0.374277915846186,0.142240370472037,0.249457419841458,0,0,0.336645705123308,0.505466071410606,0.20536322697759,0.157110482026347,0.0964716386024347,0.312479434270152,0.147186144401111,0.139289660650929,0.177481990307397,0.434391484365537,0.414953576124213,0,0,0.115994996905412,0,0,0.0383934813940007,0,0,0.0463373223230196,0,0.050950652909563,0.119836835843426,0
"Club",0.121826131414608,0.322219731485679,0,0,0.293772965744582,0,0,0.197954821560045,0,0.217657635868078,0,0,0,0.268429017520122,0,0,0,0.170295139408648,0.105337052249129,0,0,0.196822741205509,0.218355592836375,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
