"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.08109523486115,0.910463113143924,0.12749656294492,0,0,1.54866339914182,0,0.982922061643426,0.429755422654001,0,0,0,1.25450258757447,0,0,0,0.476305562439227,1.09028683691747,0.985366438361459,0,0,0.696307421548976,0.411272986143241,0,0,0.398771636595451,1.60705664696687,0,0.253396901867198,0.259385939910999,0,0,0,0.725943062957597,0,0.565978501278006
"ATII",0.954829859660472,1.22609048108908,0.158124226549989,0,0,1.54841669338016,0,1.31557724603947,0.654602564123042,0,0,0,1.51611709980474,0,0,0,0.354734430163776,1.34774257771922,0.904348680172692,0,0,0.949648469395941,0.351510231572884,0,0,0.324929210745126,1.52898153408961,0,0.314444025943948,0.321214242863028,0,0,0,0.954808278513956,0,0.533853879229689
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0.516206815865642,0.415226602761513,0.0308792679271182,0,0,0.525323412798421,0,0.652140036989065,0.233242780649371,0,0,0,0.592662588328258,0,0,0,0.183983095922572,0.499780047856553,0.314931709970361,0,0,0.326906157781803,0.122572432982175,0,0,0.109571029452474,0.967712743327421,0,0.060098462870689,0.0663270624362426,0,0,0,0.314348353959228,0,0.181749011186732
"Club",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
