"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.481370936238229,0.419840085893115,0.0187188443971269,0.065742793013064,0.348446948792905,0.32880102691686,0.287735856019951,0.434002466599284,0.233503749436947,0.192024575876408,0.165067212709029,0.0882288356989381,0.238147765978058,0.342824294618025,0.0965871659879369,0.128334094173904,0.112248708939776,0.286914147542077,0.327963446982818,0.138973914916005,0.204327829530696,0.381660855880668,0.163143644806264,0.176576341576246,0.254241670774791,0.0869062684058934,0.0370567628786559,0.0813405062768502,0.0492386561925677,0.0664618403353538,0.0220719973471888,0.172210953073655,0.097301615771049,0.147564124491169,0.0261667747902485,0.069312007816992
"ATII",0.456882386130922,0.40903384484707,0.0108481273204705,0.0536933289752482,0.270206516073187,0.248837619177918,0.249796596501325,0.378406072816866,0.235275953319668,0.256031594692073,0.0496876514162477,0.206897235136074,0.207336685204462,0.320889054382385,0.166843059968219,0.134506947055159,0.0792549185249053,0.195381712077273,0.165291992239278,0.203531969701657,0.151466992908788,0.339031702118259,0.0656697421523299,0.148046510922174,0.174892432456308,0.143484848116117,0.0315779482126338,0.0507009156252258,0.0734919145165523,0.088557705410585,0.0146386480466274,0.0599730858779136,0.043163883433288,0.0834509390833828,0.0192675268953036,0.0325845331276032
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.479205052694527,0.446997025637614,0,0.0839926696929202,0.606157433450045,0.333540100653338,0.343221329989308,0.349752986330359,0.143851034321593,0.131728037421105,0.12242676932376,0.268507152785765,0.233077485774824,0.382207061347236,0.185482582227555,0.101686699546102,0.188515642103394,0.238644037422194,0.209090344453523,0.182854141939278,0,0.370880689020751,0.0694330632327409,0.256364223468523,0.393555968678505,0.120142762050094,0,0.166639247396908,0.0413328176446545,0.0583194962452532,0,0.158085079707334,0,0,0,0
"Ciliated",0.231544881945035,0.179781976542243,0.00444461587164357,0.0383265401308497,0.157925636104248,0.144091493567339,0.102891482621578,0.227787908576146,0.0897454330832781,0.194124662642349,0.100251461381637,0.159992374377208,0.15753578280897,0.173793095374179,0.112071210696403,0.103250351250376,0.071669710393262,0.159659533417188,0.176308554823329,0.140289346387977,0.122363048903713,0.29332325849968,0.0701399898077823,0.108524483732454,0.129204496893467,0.0961173170556589,0.0235160510924338,0.0245021973224506,0.0317238181440593,0.04004868450338,0.00793189493970792,0.0775071737466776,0.0411017511964173,0.0783517779639739,0.01219046348049,0.0270155412255665
"Club",0.334047430482911,0.289291464748923,0.011408463154617,0.0548140006435411,0.257112704097996,0.256142938401362,0.186500806458889,0.300515062993937,0.161994123853873,0.075729239680034,0.142709414388498,0.0899849750610123,0.210698700209341,0.253373609039505,0.079929583059958,0.0833493192129572,0.0976339359620371,0.197100106533465,0.224532020367422,0.118093068727812,0.172467467703628,0.313957050819225,0.111279037398097,0.150848190092907,0.182740156655732,0.0787379293484788,0.0321382840467802,0.0529422589618117,0.0361571503247192,0.045874867104864,0.0151989838807739,0.0983422133721059,0.0566464950115987,0.100768131271792,0.0198278627294501,0.0365128762796791
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
