"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.90709086843544,0.28262936541408,0.169084892373572,0.0882675721397962,0.613417607152336,0.577794503259403,0.261688377294899,0.374649835513536,0.104957446069369,0.0693532895371505,0.152273382834841,0.172764600783131,0.51316368339059,0.15097942308183,0.0920956571315722,0.115856757132768,0.180581486914202,0.38072861193712,0.210878733757663,0.230240233534131,0.216401815064698,0.443093366403798,0.257824233201514,0.935511046608724,0.689389075322163,0.0388962908639766,0,0.11652515804971,0,0,0.117471932599512,0.133802007847722,0,0.221888382955134,0.137845631343905,0.228666187130285
"ATII",0.976664042048166,0.281277469317067,0.139308310323584,0.127564248825016,0.73761993365408,0.604596269513535,0.365280431653003,0.296713296106217,0.111662312029255,0.106182885882895,0.175504482566211,0.250866144132294,0.663448622181624,0.212347663962547,0.131891649250502,0.158752023164898,0.193452391416282,0.314140819589135,0.154853314633478,0.275374930991469,0.300195168972327,0.326481247638588,0.256282010763437,1.02031524834761,0.782022896808581,0.0578614776579883,0,0.0955080769893017,0,0,0.125339258063614,0.179037958755716,0,0.148334165026692,0.0537695055574152,0.327950999293004
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.54889425999243,0.573280485070162,0.522685348222259,0.0742561765481227,1.63209206220273,1.18781735092495,0.884893337773044,0.265384287610038,0.088116063339817,0.0506093938820262,0.357131699951994,0.120602598861783,0.61436403870718,0.774582417321561,0.142750140794862,0.12709231705123,0.56760167663444,0.189965459801794,0.040770376962651,0.159692241806412,0.839021353604266,0.444900914912119,0.1342827309066,1.70678566633849,1.60114482520796,0.0734796004847989,0,0,0,0,0.334006417982578,0.520343433661957,0,0.452945901974403,0,0.704972982944273
"Ciliated",0.610210039658281,0.194196328736528,0.142902963932343,0.0836121231684336,0.333033056765216,0.325664163507416,0.158131368103215,0.270181755574438,0.0825998469718354,0.0563742988085311,0.0671446827214503,0.140710070384481,0.396860777586037,0.0886038734350147,0.109511400118837,0.129212440522119,0.119390019820682,0.228128155770617,0.081637753926499,0.190188505331107,0.133838252240502,0.385362078235057,0.167310936001901,0.619615384348288,0.50593044650001,0.0548223951580137,0,0.0755763466583064,0,0,0.0537560833334048,0.0935442704482393,0,0.110096549304274,0.0749447300275735,0.123788290332016
"Club",0.782541390425427,0.249830315282964,0.136774360014584,0.0943612093605196,0.578391411239742,0.556112185214315,0.282272832991761,0.299488371857243,0.110518261186498,0.0729798464183983,0.161296079696537,0.1844600652033,0.507622742442182,0.162543104765802,0.0986886097860055,0.0599078593401508,0.196006307358919,0.3036502699808,0.168720905584406,0.24672275743611,0.233789090043333,0.379569082001512,0.226249348746802,0.873594991435503,0.627325626803261,0.0412599579257398,0,0.12630456734564,0,0,0.124665072046661,0.145834919291219,0,0.183876358162911,0.147696209757714,0.244943400631762
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0.133101830624157,0.241641362843865,0,0,0,0,0,0.127801079235362,0,0,0,0,0,0,0,0,0,0.118784419332447,0.135196857073204,0,0,0.253768130052932,0,0.107111150654381,0.258780259160217,0,0,0,0,0,0,0,0,0.280100573180468,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.738724098446211,0.639202944267861,0.575715764208808,0,0.760766087533754,0.691427487987593,0.79106426005021,0.435120513161447,0.430197972438728,0,0.969025380042137,0,1.31619788801798,0.651796400212285,0,0,0.44720861965154,0.441479327651077,0.436096362095656,0.971157126588285,0.469398311778191,0.43412972687827,0.430592681331787,1.74547458126714,0.973581185748446,0,0,1.14645425934739,0,0,0.917915335645241,0,0,0.430451798158199,0.513259997212191,0
"Goblet",0.863504276324469,0.322776408294262,0.24005013921005,0.0951821218373546,0.596304383247584,0.430642122924192,0.205561431645574,0.419105282928734,0.143694962283089,0.0729263263869108,0.102886316096715,0.138802284014917,0.233573715976848,0.153650410256641,0.159647029363697,0.144910254075574,0.202148562702657,0.386974833708624,0.135037342853365,0.218765664680683,0.183974615566149,0.663977407696653,0.275425918327047,0.787291507727276,0.530378919125547,0.0944512267189322,0,0.0562210348616375,0,0,0.0878539500976283,0.13943801689358,0,0.23896014464845,0.0598982483986878,0.120893029373212
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.1414106858944,0.249950218114108,0,0,0,0,0,0.136109934505606,0,0,0,0,0,0,0,0,0,0.12709327460269,0.143505712343447,0,0,0.262076985323175,0,0.115420005924625,0.26708911443046,0,0,0,0,0,0,0,0,0.288409428450711,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",1.52589495148088,1.63443448370059,0,0,0,0,0,1.52059420009209,0,0,0,0,0,0,0,0,0,1.51157754018917,1.52798997792993,0,0,1.64656125090965,0,1.4999042715111,1.65157338001694,0,0,0,0,0,0,0,0,1.67289369403719,0,0
"Mesothelial",1.48963029461542,0.971348515665399,0.47276692018015,0.282547882791447,0.826803811659955,0.778615840598562,0.829803527748157,0.957694663434858,0.549816364416461,0.255522988315908,0.580449675700929,0.335515222578487,0.897833361124108,0.409713202272762,0.360826699073435,0.342932043366427,0.821515131743929,1.13243606682888,0.511475172420338,0.650329580563081,0.436535108285834,1.4945184105708,0.85799372624728,1.31588917178631,1.21915824702595,0.281660367290506,0,0.301828252968429,0,0,0.543942501131717,0.503926637903147,0,0.887749511910781,0.310758628701266,0.331376576998611
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0.95660792787642,0.414090956384681,0.190686726499308,0.176470231001041,0.7020907669934,0.644409439018461,0.408837794520455,0.509035419244769,0.227150519362169,0.150587528492158,0.31974015686716,0.347780770901662,0.869273068858452,0.290127961589747,0.181708663095051,0.214223852570371,0.33063604893931,0.542355881648693,0.315905881486426,0.454273150281586,0.407494853602754,0.540414244067086,0.435395867489438,1.14830720506208,1.05423404731562,0.0810680167976808,0,0.215138506456713,0,0,0.154996684429832,0.238780511443467,0,0.3031302037202,0.167903005782843,0.452119192044743
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",1.22877656070532,0,0,0,0.995096911756717,0.595189114910832,0.290590893719322,0,0,0,0,0,0.969043669234548,0.228541538911911,0,0,0.844344037040573,0,0,0,0.898869408308845,0,0,1.52833675470429,1.07722407746804,0,0,0,0,0,0,0.718322055780619,0,0.38157306067765,0,0.541407086548864
"Vascular-Endothelial_B",3.02665642538311,0.575260374727268,0.529912388970801,0,2.67128075596875,2.61571163085878,1.65518155772388,0.430260757025427,0.426133365643209,0,0.924316450576564,0.934970265337586,0.785921256083925,0.584255700401856,0,0,0.732478556572222,0.432617322682859,0,0,0.611077606414929,0,0.446642601784174,1.68059440768847,2.21221008630809,0,0,0,0,0,0.944002154152866,0.678469136032241,0,0.534148138130969,0,0.966270104893335
"Vascular-Endothelial_C",0,0,0,0,1.17610303760521,1.26590219965831,0,0,0,0,0,0,1.08195701110577,0,0,0,0,1.00371316591688,0,0,0,1.56983215890383,0.97761199893519,1.08789632029687,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_D",0.559274367251224,0.613544133361078,0,0,0,0,0,0.556623991556827,0,0,0,0,0,0,0,0,0,1.83460945158518,1.80385974198882,1.36966524424736,0,0.619607516965611,1.22046111233164,0.546279027266336,0.622113581519254,0,0,0,0,0,0,1.26970983112746,0,0.632773738529379,1.27246155955812,0
"Vascular-Endothelial_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
