"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.313013076857844,0.520978262523927,0,0.0959351390564419,0.623788882440186,0.599444160425085,0.258161928654757,0.339842409469368,0.236865422272791,0.176147464787093,0.275932221941247,0.189924015498239,0.323964343919348,0.348191996399656,0.0446784479822356,0.701504798903983,0.105754636116151,0.402915729000002,0.331464483777364,0.113902973575626,0.282473791837455,0.441588766626273,0.185402717479713,0.357675696715838,0.467813326663563,0.0529901022716282,0.190750463493567,0.0536107623884605,0,0,0,0.10671766109098,0.14438669486669,0.262505855911552,0,0.0842442754784083
"ATII",0.309576413976243,0.499720612631633,0,0.0863161903061876,0.490784391982313,0.510905163914257,0.247570768181449,0.291473678317443,0.292542060420845,0.199518616801783,0.218932662965844,0.264420590331801,0.344088334933821,0.338277774362092,0.0727247302303169,0.679336699752066,0.108482605209015,0.315095110624811,0.208250512609196,0.169781954357957,0.208155902567945,0.368185570432638,0.205342819189407,0.36006459294615,0.462435772955527,0.0915162964498131,0.20456484485305,0.0495373566472776,0,0,0,0.0985051282582739,0.0783397037870401,0.200286821826583,0,0.0841665453576533
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.782002661010032,0.942014700528862,0,0,1.28556921434337,0.954146934231383,0.37830626165362,0.231313945648998,0.156712846521118,0.165593463046508,0.305919801727889,0.454501214766989,0.478359001388982,0.495750233323931,0.0539004564629326,0.677319110492675,0.446385824331855,0.27806267780036,0.0393867451549837,0.139775345052955,0.333679985120622,0.371204101942721,0.0732688185582338,0.683827882382179,1.20785906453041,0.0809133329034584,0,0,0,0,0,0.286551956416159,0,0,0,0.37647715225919
"Ciliated",0.196498503590074,0.232305559764368,0,0.0352549964476574,0.374125496528413,0.308963407419747,0.139453309458863,0.229119747513084,0.164060650381823,0.136014545970343,0.125675640391291,0.16026684721692,0.27240536950508,0.200825805828037,0.0280625545575898,0.486019746015898,0.0777260474752763,0.234313344849427,0.143932424076919,0.0952772514380014,0.132478873083348,0.316721052252587,0.0838373484488999,0.242947628242388,0.292973215216979,0.0453507954795264,0.166121707947788,0.0234964187984778,0,0,0,0.0464688193635769,0.0533858404047942,0.111712219720409,0,0.0553552724120235
"Club",0.284844622801227,0.39729324000363,0,0.0371504929983819,0.531245505389846,0.522540644675082,0.222838977006433,0.2646209784476,0.19876466544421,0.147376036045983,0.225678072962076,0.162949528154235,0.331722439346313,0.307363035393322,0.0332570099595302,0.609860815284554,0.102299657415261,0.308867734239312,0.245405997623518,0.094261759827322,0.233072891105617,0.360478869412025,0.140589433938992,0.335332801771134,0.425338086193002,0.0426527930692783,0.198381897059296,0.0433544088535236,0,0,0,0.0861392326707658,0.111472557005528,0.159095541895281,0,0.0779835975638993
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
