"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.578946121496906,0.376066411738298,0.0202908493815195,0.0234311127919527,0.510017981884632,0.370641252468951,0.227392973841919,0.452518360774592,0.257894306665952,0.308579451664039,0.250466231094309,0.144241138862486,0.302075214252882,0.284205005777987,0.0419218163060972,0.0421820757729253,0.130804171209775,0.333033246111636,0.259221386645243,0.352621793589703,0.262534865395306,0.370951028083317,0.131660149043941,0.278716545024295,0.637647422276608,0.034645063898571,0.0694778835505616,0.0895907560828054,0,0,0.025525622511205,0.0485476098356352,0.157371288947082,0.0836469329914879,0.168539888616023,0.084070519078072
"ATII",0.594031764299478,0.39174677453842,0.0204132181910518,0.0239630811767589,0.479844478896763,0.358679698888687,0.210379134517113,0.465086124094943,0.254877306011137,0.312946249330612,0.18763003658117,0.194986822050307,0.318757955689004,0.292071309078356,0.091430089771833,0.0920185024794444,0.11515506229574,0.302076636937903,0.147432416209276,0.402268186196091,0.261877555824748,0.367880832416217,0.0890394281979078,0.289828239799065,0.602616329199229,0.0749783017200345,0.0709674250321154,0.0911794520022467,0,0,0.0263307878159137,0.049831379333734,0.129488639762996,0.05636417585845,0.158871152193087,0.0620755613842184
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.899688269509848,0.935459016484226,0,0,1.01914336545236,0.57882632187636,0.431842634087565,0.705744286950193,0.340258579202642,0.473377059045009,0.341090851098814,0.16156871451223,0.435456347614907,0.466077275581456,0.118894267945254,0.119740111212445,0.249005611689668,0.354190072114455,0.0804976502156738,0.388524179899739,0.515891256595203,0.512323232155216,0.139385556712774,0.431781618872653,1.06370563651283,0.0952448226207933,0.181256572125289,0.172470665622319,0,0,0,0.159486663618763,0,0,0.15827649973852,0.146447347232002
"Ciliated",0.44579518599297,0.27911558515717,0.0062057517740148,0.00947162572086533,0.453578839574735,0.213942108851048,0.117314840133472,0.469435555389903,0.220292097516765,0.304716833141538,0.222927277586683,0.158262274400099,0.180087638578108,0.184269638690308,0.0828845507883184,0.0834258904793208,0.0615526801443389,0.317492244016936,0.128061887120996,0.303672629223205,0.150564387559594,0.417881313518551,0.125705237690459,0.140897890997612,0.459452191501612,0.0677489057806638,0.0275668041442876,0.0335874599950556,0,0,0.0116499158288877,0.0206960510635296,0.0742857510083725,0.0571993471456164,0.0953956009196671,0.0278464135101329
"Club",0.352052662888838,0.21334021598767,0.00573159303661023,0.00928145602231732,0.35804292470101,0.234014964112655,0.111650806732489,0.325183849564471,0.150589486445405,0.180559498111895,0.174735593242305,0.0942316449615111,0.179590603313811,0.188355917123811,0.0301839904296111,0.0304781967834168,0.0618361404811652,0.200667902997831,0.109366166991328,0.262208739588141,0.150705985263977,0.277943260363859,0.074844843452973,0.138409142345068,0.398057869815967,0.0219580964037119,0.0269225495687907,0.0324529513844805,0,0,0.0116491626614721,0.0204681290248509,0.0471023281138031,0.0184630740622412,0.0836322247042734,0.0172046305382987
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.426559275253293,0.415203772171553,0,0,0.446950407332902,0.383846652935581,0.397360495408842,0.184746364223258,0.20515969762126,0.191251836292645,0.568420963108916,0.190178084189505,0.470160980386554,0.436876465809087,0,0,0.193444638390402,0.224805244063269,0.52863563597695,0,0,0.201099712116036,0.190666665556744,0.377507325229062,0.690036339050757,0,0.194172690082275,0.200293796020944,0,0,0,0,0.254047581169956,0.25349991658203,0.235991900881339,0.206206964603607
"Goblet",0.492520267845697,0.363467585794658,0,0,0.539479427145626,0.189727310787555,0.0977600452389315,0.590939960125849,0.290017899803328,0.339483989492207,0.256475612426993,0.170783103835786,0.128502024780615,0.187638121287108,0.113448411536311,0.114244499317197,0.0825803609836432,0.330484165771875,0.130806372882217,0.413935822640151,0.14190104555403,0.487185177303486,0.156963591243373,0.122454804719792,0.557322215413105,0.0911901100544662,0.032567201481351,0.0284326572446596,0,0,0,0.0223225386547506,0.0359556534659826,0.0357945756460044,0.119000185059702,0.0380712736545075
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.420835936069555,0.277680231591253,0,0,0.462807341447147,0,0,0.447273354454697,0.177022933353512,0.242984152113655,0.480229015820825,0,0,0,0,0,0,0.3516355265308,0.337702634799517,0,0,0.405731771565354,0.383873754880775,0,0.352652599622985,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
