"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.331213902443321,0.471746201723214,0,0,0.315451744109213,0.499616150427535,0.45030705551031,0.445556189305012,0.204444791385828,0.352019209037388,0.380498370720618,0.240894464687707,0.485052134559258,0.581011081185069,0.11441747150147,0.119669237168809,0.0947365713391917,0.350447782982056,0.272701893575405,0,0.24995312761632,0.529781962232043,0.332752648735747,0.4519316728543,0.335783166483703,0.0533143588451186,0.308606917978254,0.137042261206173,0,0.0404072721299407,0.137711403054766,0.373273485724823,0.0885214526705074,0.0971401118308684,0.110927338012327,0.210850696387916
"ATII",0.558146291613888,0.50738937759537,0,0,0.594318233599836,0.801947680033572,0.787830713379535,0.772039215553507,0.37112135333502,0.64117503048595,0.552111910918875,0.410113413677181,0.777983024044871,1.07624091185445,0.202937594973873,0.227143556008068,0.153026159379011,0.665477900217562,0.459220272548339,0,0.512218929239811,0.879018476350311,0.626529891816703,0.690709900299346,0.517378902663959,0.106201049603102,0.57852321399678,0.246782626659001,0,0.0916104298381183,0.144068577927845,0.598559569890265,0.102299663831174,0.201675849104309,0.217261409135524,0.33369148660376
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.690571870089236,1.18626264840389,0,0,0.653476980369192,0.59659641823839,0.864084905719777,0.624136855265461,0.188797001668165,0.53520784471469,0.36570627908382,0.205451524601465,0.506121455646706,0.801149218867436,0.354691964192257,0.148458203271365,0.303709302123255,0.365039529956431,0.0249436654914903,0,0.231208468926269,0.610830005771446,0.372522362735378,0.521277427678346,0.362005578132803,0.10801858330951,0.236420311819727,0,0,0,0.277956255451154,0.340285130954567,0,0.15359299679652,0.0653067235205571,0
"Ciliated",0.231932310787538,0.406218438977005,0,0,0.206196722967265,0.280422778686036,0.283973254972863,0.390701925679271,0.0946466662607866,0.294612907136753,0.217580140766369,0.232823531150201,0.363791535249733,0.29519782659855,0.147726132650539,0.116643968643294,0.0703934972543804,0.249599609377536,0.115213791889051,0,0.119288568029078,0.453716438311788,0.261574495782503,0.301213718138198,0.264816882327914,0.0628267537372418,0.180288510005489,0.0862588777776614,0,0.0138910260767593,0.0869547853001991,0.219409203523542,0.0357972369005697,0.0447606424273451,0.0809439200002951,0.106754576489917
"Club",0.3110634480273,0.485764114157813,0,0,0.341273250210188,0.501944899997255,0.44620418400387,0.473838976810454,0.116478136593569,0.339105788527048,0.383128085533984,0.22480128098724,0.469129469561636,0.516210773249336,0.116002317311428,0.103602134214774,0.0912554484823639,0.302459165027204,0.212073612704501,0,0.203365374756576,0.449187732610974,0.225985500563219,0.415850880689744,0.332066769974018,0.0444303387064551,0.269669659513545,0.123241204865707,0,0.0298397189414714,0.123997626085856,0.265493548530328,0.068391595216694,0.0781344273110151,0.0937199873422297,0.111249313849996
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0.230439681146658,0,0,0,0,0,0,0,0,0,0.0466704948619611,0.113667147906801,0,0,0.0617425947212877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.656432456862059,0.973159450681088,0,0,0.783874440200884,0.705509701045341,0.791532485098827,0,0.913427923938478,0,1.09737175416124,0,1.29761564233445,0.828254629811629,0,0,0,0,0.920117846948001,0,0.485942257065593,0,0,1.0601458101575,0.842026152872993,0,0.668642715386342,0.672422354364921,0,0,0.520795939890268,0,0.457145202736807,0,0,0.451435209672746
"Goblet",0.28325966435202,0.51652591297068,0,0,0.403221360528314,0.391449763568558,0.579341027465543,0.708427224319036,0.173791963623547,0.559581741906311,0.377499140320997,0.230874308598684,0.261550909390029,0.466001726882911,0.300652310364886,0.177233535582119,0.122064357860075,0.429160235435079,0.14110553830286,0,0.0879463187085518,0.648575625612435,0.343314746965582,0.254041672817234,0.149497899511627,0.139172716794491,0.131582033349567,0,0,0,0.164963702178147,0.179406482132963,0.0362976200598076,0.0514213906474938,0.0989733193460649,0.0346182103350838
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0,0,0,0.228204000605167,0,0,0,0,0,0,0,0,0,0.136319407462818,0.169817733985238,0,0,0.143855457392482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0.798557200233166,0.512053404937435,0,0,0.376849826023003,0.522334195624313,0.683556844504012,0.485637717383321,0.43843037935328,0.207242648721091,0.417715990445631,0.309260448990702,0.745835938182615,0.57834248749962,0.230380072232536,0.244125224613445,0.351762448206454,0.528068834715207,0.302030758781522,0,0.268904353124184,0.777878224234579,0.36893168475979,0.394859397692584,0.418386763645938,0.197908516085611,0.430197239227208,0,0,0,0.188936611515421,0.546342329129741,0.143471799262948,0.180200956404472,0.149094962041093,0.139393232788619
"Monocyte",0,0,0,0,0,0,0,0.455259324213964,0,0,0,0,0,0,0,0,0,0.271490137929267,0.338486790974107,0,0,0.286562237788594,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0.493215590623356,0.522990602213458,0,0,0.310415590799497,0.536236591377702,0.448317268867567,0.535707473672967,0.329735948627805,0.377952180676892,0.395450557556538,0.359626692137812,0.651303916364457,0.668901787242516,0.154443707461119,0.0999775778551198,0.139633397073597,0.508982681345559,0.357139237948379,0,0.392010513995847,0.661296154891253,0.484778146519511,0.608078531594231,0.489474389332333,0.0829503694501282,0.472273595543757,0.207519272132589,0,0.0652880402609374,0.208434939925402,0.496528131625344,0.141122376241679,0.0764265316728666,0.171783061446275,0.263396748470179
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
