"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.641434722190607,0.400531166598289,0,0.19758209980529,0.648631986325368,0.685875509677651,0.562032947460136,0.359061970175137,0.0984029175351452,0,0.173011990792262,0.246652607425431,0.445600466731349,0.716239628503429,0.109225807077433,0.0568822874167264,0.203319025540511,0.358134261599512,0.330047519992912,0.115278366034731,0.310575988776532,0.481247219402322,0.254343755018539,0.437279682511537,0.932030857167292,0.0475223698600302,0.210928216112118,0.292277111991764,0,0.0404323413908484,0,0.141033408789534,0.0573101620952133,0.244116541511375,0,0.162758925393762
"ATII",0.579328732032752,0.413283231150404,0,0.210557485573328,0.587581404243602,0.545833249161909,0.505318831993056,0.347036707243776,0.0812425489978078,0,0.129456463992942,0.316823676821574,0.47890273193498,0.658168998508999,0.145604157313235,0.0845717569700394,0.16702807904885,0.303918725543252,0.228161675909007,0.159781409018121,0.283874300745655,0.469357342801506,0.214300639957589,0.463291744333122,0.890418309388958,0.063410204233161,0.219825941023138,0.254287822710863,0,0.039501241349323,0,0.141551220049392,0,0.197296153830961,0,0.161565988925299
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.10399611253043,1.12713346887441,0,0.108174761135167,1.40227105758507,0.949087063148538,1.22082606235374,0.443318299778698,0.144937323280601,0,0.263323783366121,0.508961049376403,0.539275921733647,1.26878847038101,0.172913812471029,0.149723059740684,0.439361359130261,0.257013540357636,0.0902700431953659,0.194002594511358,0.772493767732338,0.543133878931331,0.173623681710028,0.744456217191402,1.70747038307998,0.119303327681421,0.294099441320157,0.384224561350117,0,0,0,0.468676232600673,0,0.469330594686221,0,0.364469855094623
"Ciliated",0.429901397297965,0.332688481228666,0,0.153429130484769,0.422580571215165,0.38881410854123,0.325406263763738,0.365304507720161,0.100607055332543,0,0.102811961379581,0.251194026433155,0.386303976356231,0.395196934536978,0.12081533699746,0.078237162937707,0.153611404778852,0.296835534552814,0.204839552651341,0.133858408565954,0.230732889734215,0.48353100419581,0.196308204947169,0.358370233506533,0.657052364088655,0.0587685344197789,0.161524962973324,0.20756756016597,0,0.0227695077853894,0,0.135744786832675,0.0403224413179289,0.176760694127458,0,0.139059196839979
"Club",0.552482801489578,0.364195736417174,0,0.143699812174274,0.603360104133591,0.597235074927086,0.427879668201114,0.395977973610713,0.0889282238836922,0,0.150959058583526,0.234204973038412,0.459102553123363,0.57605411477655,0.101162794670627,0.0531467878061069,0.196374113224782,0.383774331164597,0.295566581879553,0.108004817839745,0.284156329931447,0.52294550085473,0.264726891895996,0.399390888917713,0.815013228313917,0.0425660114376677,0.204975806914425,0.274625571535379,0,0.0345511966464187,0,0.181256648905717,0.053630472225266,0.196294428499336,0,0.194661000141174
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
