"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,1.13177235333761,0.797560599359821,1.11921456856226,0.167764132237933,0,0.0636474982883037,0.441755995268291,0,0.501263372167814,1.04354370884973,0.100204517761275,0,0.495980921238112,0.183005951483411,0.0482242193814907,0.120339380522207,0.534380433032312,0.278698597845616,0.0562326052818582,0.622046757227595,1.28939686010874,0.0636966711830454,0.416908429931702,0.366102424049804,0,0,0,0.332615684262665,0,0.249989512516357,0,0.263385422963881
"Ciliated",0,0,0.01084680790455,0.0239815914305843,0.206708602797546,0.218606644542813,0.227141950966126,0.221925303228782,0.0933438756740348,0.116736229953895,0.290547670710618,0,0.325398136246593,0.201512387193149,0.0868678281504453,0,0.113599422004653,0.242040057695203,0.13017620380235,0.140425892868861,0.130771339143004,0.322451743350841,0.109822803177004,0.28025801269004,0.361660827051079,0.0824792555505578,0.127612371745029,0.106405567860277,0.0202576068259248,0.0336089085405472,0.0119523407542591,0.122422618135264,0,0.189999010740442,0,0.0719894381575467
"Club",0,0,0.0255397435396454,0.0398166821549,0.307006830144861,0.386399433662619,0.356034199414701,0.281174657807313,0.0541343729873576,0.110399567367831,0.342245271140759,0,0.408692566145965,0.308799043881294,0.0572778711868454,0,0.15097710250924,0.326356168694083,0.233977401617342,0.135989198294199,0.183131006695176,0.385521854666903,0.187140195703129,0.371077317017709,0.51729558861607,0.0789557999445297,0.19370803951383,0.14315769583057,0.0357688728020093,0.0640308922221681,0.0267414096806334,0.182954012184734,0,0.283629657204508,0,0.119498594144911
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
