"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.441131730028937,0,0,0,0.11231906259977,0.277213652764039,0.287426950300822,0.214763775871049,0,0,0,0,0,0,0.0810011316260045,0,0,0.21367795669273,0.118654894375443,0,0,0.230736176513369,0.199225874115793,0,0.3114858053467,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.490874168758429,0.171000162585903,0,0.086300517178224,0.312805462151502,0.381042010091618,0.473309309072199,0.234499177775371,0.108110930079478,0.0773944183115758,0.0693357207707519,0.121989004692737,0.475157521113072,0.244028096645942,0.0775762823391511,0.0516643565367992,0.143314501467622,0.252995820888251,0.182878131248759,0.113988020719324,0.3726588470404,0.356838523904964,0.176073121328454,0.468451605446305,0.726723745382302,0.0332681367664739,0.305587328693683,0.111429784170607,0.0259579860983612,0,0.0562741261961135,0.209951792770853,0.0382061675601199,0.162579993428179,0.0566812884482443,0.108353057223874
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.12796691811213,0.73386382151897,0,0,1.22817246467428,1.08820752099242,1.460617232759,0.392340854759706,0.0870647498790113,0.333426853832357,0.381426123856497,0.135480836672523,0.608475979031593,0.827670824982785,0.233837183999651,0.114167759636785,0.540029395325091,0.322187311623729,0.0854642506628157,0.0769821332280687,0.880018386812231,0.481489032204751,0.271107877237421,0.856638760980254,1.87259157212219,0.0612786277970997,0.600899271530392,0,0,0,0.289578438042261,0.593759011848249,0,0.376634736490036,0.379411896335801,0
"Ciliated",0.520262879379835,0.0901231558771988,0,0.070121639655873,0.288920764566471,0.351461828413463,0.377335210933023,0.380975238266529,0.126572406925467,0.0838167273059896,0.110394363036051,0.154833383343589,0.415503635078476,0.209047788667445,0.172149286893343,0.0894977464874194,0.147399612586124,0.37066600648811,0.206068106191407,0.128752892985825,0.349078003882376,0.5129629194296,0.287422575845556,0.40933419266505,0.636249878176794,0.0556487021100208,0.265682282151366,0.0963321773382295,0.0207897351611279,0,0.0455889720016957,0.208880604644435,0.0889371163394601,0.125475851142443,0.135220489753672,0.118473329756668
"Club",0.647111309601003,0.194322328528533,0,0.109622683120854,0.40175346178851,0.566926023598965,0.545701007437746,0.403246171142013,0.0896732789029991,0.100716584254206,0.12490889374753,0.145311170635367,0.529575908312543,0.282898373216993,0.13471974818003,0.0594384118510093,0.19362047978417,0.439592457575938,0.300561721230356,0.137310186661955,0.468508638467257,0.554371395037,0.333764942124643,0.522869992645775,0.839495387285826,0.0410421920806839,0.301067162311748,0.126977894799027,0.0337320414125712,0,0.0718222368245336,0.224806559098567,0.118939785017756,0.238773715654991,0.180382302792375,0.10668861602876
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0.0803575836879955,0,0,0.264780375398664,0,0,0,0,0,0,0,0,0,0.216269186331295,0.162723396771747,0,0,0.302876398952564,0.0899104568154727,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
